ID,Source_Form_ID,Target_Form_ID,Comment,Subset,Example_ID
022020-shi-shi-copula,022020-shi-shi-copula-s,022020-shi-shi-copula-t,,30sources,022020-shi-shi-copula
022002-ba-ba-classifier,022002-ba-ba-classifier-s,022002-ba-ba-classifier-t,,30sources,022002-ba-ba-classifier
022019-shou-shou-classifier,022019-shou-shou-classifier-s,022019-shou-shou-classifier-t,,30sources,022019-shou-shou-classifier
022024-tou-tou-classifier,022024-tou-tou-classifier-s,022024-tou-tou-classifier-t,,30sources,022024-tou-tou-classifier
022030-shen-shen-classifier,022030-shen-shen-classifier-s,022030-shen-shen-classifier-t,,30sources,022030-shen-shen-classifier
022031-ge-ge-classifier,022031-ge-ge-classifier-s,022031-ge-ge-classifier-t,,othersources,022031-ge-ge-classifier
022013-yao-yao-dnecessity,022013-yao-yao-dnecessity-s,022013-yao-yao-dnecessity-t,,30sources,022013-yao-yao-dnecessity
022015-neng-neng-pipossibility,022015-neng-neng-pipossibility-s,022015-neng-neng-pipossibility-t,,othersources,022015-neng-neng-pipossibility
022026-de-de-epossibility,022026-de-de-epossibility-s,022026-de-de-epossibility-t,"This POTENTIAL marker is referred to as an ""infix"" (Li & Thompson 1981; cf. Packard 2011)",30sources,022026-de-de-epossibility
022021-yi-yi-all,022021-yi-yi-all-s,022021-yi-yi-all-t,,30sources,022021-yi-yi-all
022023-ren-ren-personalpronoun,022023-ren-ren-personalpronoun-s,022023-ren-ren-personalpronoun-t,,30sources,022023-ren-ren-personalpronoun
022018-lai-lai-venitive,022018-lai-lai-venitive-s,022018-lai-lai-venitive-t,,30sources,022018-lai-lai-venitive
022025-qu-qu-venitive,022025-qu-qu-venitive-s,022025-qu-qu-venitive-t,,30sources,022025-qu-qu-venitive
022032-shang-shang-upspatial,022032-shang-shang-upspatial-s,022032-shang-shang-upspatial-t,,othersources,022032-shang-shang-upspatial
022008-zai-zai-locative,022008-zai-zai-locative-s,022008-zai-zai-locative-t,,othersources,022008-zai-zai-locative
022028-gen-gen-behind,022028-gen-gen-behind-s,022028-gen-gen-behind-t,,30sources,022028-gen-gen-behind
022034-bei-bei-behind,022034-bei-bei-behind-s,022034-bei-bei-behind-t,,30sources,022034-bei-bei-behind
022014-yao-yao-future,022014-yao-yao-future-s,022014-yao-yao-future-t,,30sources,022014-yao-yao-future
022029-hui-hui-future,022029-hui-hui-future-s,022029-hui-hui-future-t,"semantic shift: 'get together, meet' > 'understand, know'",othersources,022029-hui-hui-future
022003-bei-bei-passive,022003-bei-bei-passive-s,022003-bei-bei-passive-t,"Diachronic source: [N] 'blanket, quilt, bedding' > [V] 'wear, cover, recieve, suffer, etc.'",othersources,022003-bei-bei-passive
022017-gei-gei-passive,022017-gei-gei-passive-s,022017-gei-gei-passive-t,,30sources,022017-gei-gei-passive
018049-aa-aa-agreement,018049-aa-aa-agreement-s,018049-aa-aa-agreement-t,,othersources,018049-aa-aa-agreement
018028-kari-ka-incompletive,018028-kari-ka-incompletive-s,018028-kari-ka-incompletive-t,,othersources,018028-kari-ka-incompletive
018034-boyi-boyi-changeofstate,018034-boyi-boyi-changeofstate-s,018034-boyi-boyi-changeofstate-t,,30sources,018034-boyi-boyi-changeofstate
018084-lafi-lafi-proximativeaspect,018084-lafi-lafi-proximativeaspect-s,018084-lafi-lafi-proximativeaspect-t,,30sources,018084-lafi-lafi-proximativeaspect
018018-da-la-instrumental,018018-da-la-instrumental-s,018018-da-la-instrumental-t,,othersources,018018-da-la-instrumental
018023-tin-ndi-causative,018023-tin-ndi-causative-s,018023-tin-ndi-causative-t,,30sources,018023-tin-ndi-causative
018019-ko-ko-similativeconjunction,018019-ko-ko-similativeconjunction-s,018019-ko-ko-similativeconjunction-t,,othersources,018019-ko-ko-similativeconjunction
018050-la-la-complementizer,018050-la-la-complementizer-s,018050-la-la-complementizer-t,,othersources,018050-la-la-complementizer
018051-ko-ko-complementizer,018051-ko-ko-complementizer-s,018051-ko-ko-complementizer-t,,30sources,018051-ko-ko-complementizer
018054-doro-doro-temporalmarker,018054-doro-doro-temporalmarker-s,018054-doro-doro-temporalmarker-t,,othersources,018054-doro-doro-temporalmarker
018056-ayeatara-ayeatara-subordinator,018056-ayeatara-ayeatara-subordinator-s,018056-ayeatara-ayeatara-subordinator-t,,othersources,018056-ayeatara-ayeatara-subordinator
018058-ko-ko-subordinator,018058-ko-ko-subordinator-s,018058-ko-ko-subordinator-t,,othersources,018058-ko-ko-subordinator
018066-ko-ko-purposeconjunction,018066-ko-ko-purposeconjunction-s,018066-ko-ko-purposeconjunction-t,,30sources,018066-ko-ko-purposeconjunction
018062-ye-ye-copula,018062-ye-ye-copula-s,018062-ye-ye-copula-t,example from Kita Mandinka,30sources,018062-ye-ye-copula
018004-o-o-definite,018004-o-o-definite-s,018004-o-o-definite-t,,30sources,018004-o-o-definite
018005-nin--definite,018005-nin--definite-s,018005-nin--definite-t,,30sources,018005-nin--definite
018006-a-a-definite,018006-a-a-definite-s,018006-a-a-definite-t,,othersources,018006-a-a-definite
018060-fo-fo-dnecessity,018060-fo-fo-dnecessity-s,018060-fo-fo-dnecessity-t,,othersources,018060-fo-fo-dnecessity
018083-lafi-lafi-bnecessity,018083-lafi-lafi-bnecessity-s,018083-lafi-lafi-bnecessity-t,,30sources,018083-lafi-lafi-bnecessity
018001-ni-lu-plural,018001-ni-lu-plural-s,018001-ni-lu-plural-t,,othersources,018001-ni-lu-plural
018007-do-doo-some,018007-do-doo-some-s,018007-do-doo-some-t,,30sources,018007-do-doo-some
018064-fo-fo-except,018064-fo-fo-except-s,018064-fo-fo-except-t,,othersources,018064-fo-fo-except
018065-fo-fo-squestion,018065-fo-fo-squestion-s,018065-fo-fo-squestion-t,,othersources,018065-fo-fo-squestion
018003-la-la-apossessive,018003-la-la-apossessive-s,018003-la-la-apossessive-t,,othersources,018003-la-la-apossessive
018080-soto-soto-hpossessive,018080-soto-soto-hpossessive-s,018080-soto-soto-hpossessive-t,,30sources,018080-soto-soto-hpossessive
018052-mnmin-mnmin-relativizer,018052-mnmin-mnmin-relativizer-s,018052-mnmin-mnmin-relativizer-t,,30sources,018052-mnmin-mnmin-relativizer
018009-bala-bala-contactspatial,018009-bala-bala-contactspatial-s,018009-bala-bala-contactspatial-t,,30sources,018009-bala-bala-contactspatial
018015-kr-kr-down,018015-kr-kr-down-s,018015-kr-kr-down-t,,othersources,018015-kr-kr-down
018061-naaja-na-venitive,018061-naaja-na-venitive-s,018061-naaja-na-venitive-t,,30sources,018061-naaja-na-venitive
018078-naaja-na-venitive,018078-naaja-na-venitive-s,018078-naaja-na-venitive-t,,30sources,018078-naaja-na-venitive
018010-yaa-yaa-sidespatialcase,018010-yaa-yaa-sidespatialcase-s,018010-yaa-yaa-sidespatialcase-t,,othersources,018010-yaa-yaa-sidespatialcase
018046-nu-nu-past,018046-nu-nu-past-s,018046-nu-nu-past-t,,othersources,018046-nu-nu-past
018040-ko-ko-imminence,018040-ko-ko-imminence-s,018040-ko-ko-imminence-t,,othersources,018040-ko-ko-imminence
018027-tin-ri-antipassive,018027-tin-ri-antipassive-s,018027-tin-ri-antipassive-t,,30sources,018027-tin-ri-antipassive
018032-banta-barabada-perfectaspect,018032-banta-barabada-perfectaspect-s,018032-banta-barabada-perfectaspect-t,,30sources,018032-banta-barabada-perfectaspect
018079-banta-barabada-completive,018079-banta-barabada-completive-s,018079-banta-barabada-completive-t,,30sources,018079-banta-barabada-completive
010014-avek-avekek-recipientcase,010014-avek-avekek-recipientcase-s,010014-avek-avekek-recipientcase-t,"avek < avec (French); Philip Baker, Sibylle Kriegel. 2013. Mauritian Creole structure dataset.
In: Michaelis, Susanne Maria & Maurer, Philippe & Haspelmath, Martin & Huber, Magnus (eds.)
Atlas of Pidgin and Creole Language Structures Online.",othersources,010014-avek-avekek-recipientcase
007007-ib-ib-agreement,007007-ib-ib-agreement-s,007007-ib-ib-agreement-t,,30sources,007007-ib-ib-agreement
007003-be-be-persistive,007003-be-be-persistive-s,007003-be-be-persistive-t,aspectual aux,othersources,007003-be-be-persistive
007004-bi-bi-durative,007004-bi-bi-durative-s,007004-bi-bi-durative-t,,30sources,007004-bi-bi-durative
007011-deibo-deibo-completive,007011-deibo-deibo-completive-s,007011-deibo-deibo-completive-t,aspectual verb in SVC,30sources,007011-deibo-deibo-completive
007012-lo-lo-perfective,007012-lo-lo-perfective-s,007012-lo-lo-perfective-t,obligatory only for a very small subset of Vs,othersources,007012-lo-lo-perfective
007008-bi-b-switchreference,007008-bi-b-switchreference-s,007008-bi-b-switchreference-t,Source: IMPFV ASPECT -b- (< bi 'exist'),othersources,007008-bi-b-switchreference
007001-ele-e-definite,007001-ele-e-definite-s,007001-ele-e-definite-t,Enclitic articles from pronouns (nakamin=e 'a/the man'),30sources,007001-ele-e-definite
007017-naka-naka-male,007017-naka-naka-male-s,007017-naka-naka-male-t,,30sources,007017-naka-naka-male
007018-unang-unang-female,007018-unang-unang-female-s,007018-unang-unang-female-t,,30sources,007018-unang-unang-female
007002-dim-dim-superlative,007002-dim-dim-superlative-s,007002-dim-dim-superlative-t,,othersources,007002-dim-dim-superlative
007014-kebdimobi-dimobi-hpossessive,007014-kebdimobi-dimobi-hpossessive-s,007014-kebdimobi-dimobi-hpossessive-t,,othersources,007014-kebdimobi-dimobi-hpossessive
007016-ele-e-personalpronoun,007016-ele-e-personalpronoun-s,007016-ele-e-personalpronoun-t,,30sources,007016-ele-e-personalpronoun
007019-ge-ge-quotative,007019-ge-ge-quotative-s,007019-ge-ge-quotative-t,"in quoted clause already QUOT-marker, so this would be a second one outside the clause",30sources,007019-ge-ge-quotative
007010-daa-daa-locative,007010-daa-daa-locative-s,007010-daa-daa-locative-t,forming complex local postpos (but only about 14),othersources,007010-daa-daa-locative
007009-tem-tem-locative,007009-tem-tem-locative-s,007009-tem-tem-locative-t,,othersources,007009-tem-tem-locative
007015-daang-daang-behind,007015-daang-daang-behind-s,007015-daang-daang-behind-t,,30sources,007015-daang-daang-behind
007005-so-so-pastnear,007005-so-so-pastnear-s,007005-so-so-pastnear-t,,othersources,007005-so-so-pastnear
007013-bio-bio-past,007013-bio-bio-past-s,007013-bio-bio-past-t,,30sources,007013-bio-bio-past
007006-ub-ub-applicative,007006-ub-ub-applicative-s,007006-ub-ub-applicative-t,"also in Telefol, Tifal",30sources,007006-ub-ub-applicative
023023-ku-ku-complementizer,023023-ku-ku-complementizer-s,023023-ku-ku-complementizer-t,,othersources,023023-ku-ku-complementizer
023054-kam-kam-future,023054-kam-kam-future-s,023054-kam-kam-future-t,,30sources,023054-kam-kam-future
006006-awi-awi-benefactive,006006-awi-awi-benefactive-s,006006-awi-awi-benefactive-t,,30sources,006006-awi-awi-benefactive
006007-ni-ni-benefactive,006007-ni-ni-benefactive-s,006007-ni-ni-benefactive-t,,othersources,006007-ni-ni-benefactive
006013-ne-ne-complementizer,006013-ne-ne-complementizer-s,006013-ne-ne-complementizer-t,most Complement Clauses are unmarked; but such a peripheral strategy is also found in Tuscarora,30sources,006013-ne-ne-complementizer
006004-ne-nen-definite,006004-ne-nen-definite-s,006004-ne-nen-definite-t,"unstressed, n= before vowels, only for 'aforementioned'",othersources,006004-ne-nen-definite
006015-en-iaken-evidentialreported,006015-en-iaken-evidentialreported-s,006015-en-iaken-evidentialreported-t,,30sources,006015-en-iaken-evidentialreported
006012-kweni-kweni-pipossibility,006012-kweni-kweni-pipossibility-s,006012-kweni-kweni-pipossibility-t,"(also in Seneca, Cayuga, and Onondaga, but as general POSSIBILITY)",othersources,006012-kweni-kweni-pipossibility
006001-okona-okona-plural,006001-okona-okona-plural-s,006001-okona-okona-plural-t,"Generally a distributive with human nominals only. In only a very few words ('boys', 'girls') has it moved toward PLURAL. (That rati- prefix is normally a pronominal prefix on verbs; -ksa-'t- 'be a child' is a nominalized verb.",othersources,006001-okona-okona-plural
006002-kaowanen-kowa-augmentative,006002-kaowanen-kowa-augmentative-s,006002-kaowanen-kowa-augmentative-t,,othersources,006002-kaowanen-kowa-augmentative
006010-akon-akon-locative,006010-akon-akon-locative-s,006010-akon-akon-locative-t,similar with several other spatial relations (e.g. be beyond); incorporated OBJ is the semantic scope,othersources,006010-akon-akon-locative
006005-at-at-passive,006005-at-at-passive-s,006005-at-at-passive-t,(reduplicated atat has emphatic REFLEXIVE meaning),othersources,006005-at-at-passive
006008-hst-hst-applicative,006008-hst-hst-applicative-s,006008-hst-hst-applicative-t,use > APPLICATIVE > CAUSATIVE; also: -hkw 'pick up' and -vht 'use' > APPL,othersources,006008-hst-hst-applicative
006014-hkw-hkw-applicative,006014-hkw-hkw-applicative-s,006014-hkw-hkw-applicative-t,,30sources,006014-hkw-hkw-applicative
006011-akon-akon-nominalizer,006011-akon-akon-nominalizer-s,006011-akon-akon-nominalizer-t,,othersources,006011-akon-akon-nominalizer
024002-ondae-ondae-plural,024002-ondae-ondae-plural-s,024002-ondae-ondae-plural-t,,othersources,024002-ondae-ondae-plural
009006-e-ea-negation,009006-e-ea-negation-s,009006-e-ea-negation-t,,30sources,009006-e-ea-negation
009009-sal-salsel-plural,009009-sal-salsel-plural-s,009009-sal-salsel-plural-t,,30sources,009009-sal-salsel-plural
009020-unmimari-jam-quotative,009020-unmimari-jam-quotative-s,009020-unmimari-jam-quotative-t,,30sources,009020-unmimari-jam-quotative
010030-acabar-ka-completive,010030-acabar-ka-completive-s,010030-acabar-ka-completive-t,"< kaba < acabar (Portugese); Robbert van Sluijs. 2013. Negerhollands structure dataset.
In: Michaelis, Susanne Maria & Maurer, Philippe & Haspelmath, Martin & Huber, Magnus (eds.)
Atlas of Pidgin and Creole Language Structures Online.",30sources,010030-acabar-ka-completive
010016-lopen-lo-future,010016-lopen-lo-future-s,010016-lopen-lo-future-t,"< lopen (Dutch); Robbert van Sluijs. 2013. Negerhollands structure dataset.
In: Michaelis, Susanne Maria & Maurer, Philippe & Haspelmath, Martin & Huber, Magnus (eds.)
Atlas of Pidgin and Creole Language Structures Online.",30sources,010016-lopen-lo-future
023047-raw-rav-proximativeaspect,023047-raw-rav-proximativeaspect-s,023047-raw-rav-proximativeaspect-t,,30sources,023047-raw-rav-proximativeaspect
023067-xwaz-xwah-proximativeaspect,023067-xwaz-xwah-proximativeaspect-s,023067-xwaz-xwah-proximativeaspect-t,,30sources,023067-xwaz-xwah-proximativeaspect
023001-radi-ra-patientcase,023001-radi-ra-patientcase-s,023001-radi-ra-patientcase-t,,othersources,023001-radi-ra-patientcase
023002-radi-ra-focus,023002-radi-ra-focus-s,023002-radi-ra-focus-t,,othersources,023002-radi-ra-focus
023069-jan-zan-female,023069-jan-zan-female-s,023069-jan-zan-female-t,EZ = ezâfe (see above),30sources,023069-jan-zan-female
023013-bai-be-subjunctive,023013-bai-be-subjunctive-s,023013-bai-be-subjunctive-t,source form and meaning debated,othersources,023013-bai-be-subjunctive
023005-iyawa-ha-plural,023005-iyawa-ha-plural-s,023005-iyawa-ha-plural-t,,othersources,023005-iyawa-ha-plural
023027-tanu-tan-intensifier,023027-tanu-tan-intensifier-s,023027-tanu-tan-intensifier-t,,30sources,023027-tanu-tan-intensifier
023008-ya-e-linker,023008-ya-e-linker-s,023008-ya-e-linker-t,,othersources,023008-ya-e-linker
023016-dar-dar-hpossessive,023016-dar-dar-hpossessive-s,023016-dar-dar-hpossessive-t,,othersources,023016-dar-dar-hpossessive
023012-hame-mi-present,023012-hame-mi-present-s,023012-hame-mi-present-t,,othersources,023012-hame-mi-present
023066-xwaz-xwah-future,023066-xwaz-xwah-future-s,023066-xwaz-xwah-future-t,,30sources,023066-xwaz-xwah-future
023049-syaw-sod-passive,023049-syaw-sod-passive-s,023049-syaw-sod-passive-t,(semantic change within New Persian 'move forward' > “become”),30sources,023049-syaw-sod-passive
023046-raw-raw-progressive,023046-raw-raw-progressive-s,023046-raw-raw-progressive-t,,30sources,023046-raw-raw-progressive
001011-rqurqa-rura-perfective,001011-rqurqa-rura-perfective-s,001011-rqurqa-rura-perfective-t,example from North Junín Quechua,othersources,001011-rqurqa-rura-perfective
001012-ukhu-yku-intensive,001012-ukhu-yku-intensive-s,001012-ukhu-yku-intensive-t,example from North Junín Quechua; development: 'interior' (in Quechua II) > DIRECTIONAL affix 'in' > 'special attention',othersources,001012-ukhu-yku-intensive
012005-arnda-arnda-progressive,012005-arnda-arnda-progressive-s,012005-arnda-arnda-progressive-t,,30sources,012005-arnda-arnda-progressive
012004-yiburu-yiburu-untilcaseconjunction,012004-yiburu-yiburu-untilcaseconjunction-s,012004-yiburu-yiburu-untilcaseconjunction-t,,othersources,012004-yiburu-yiburu-untilcaseconjunction
012017-jid-jid-changeofstate,012017-jid-jid-changeofstate-s,012017-jid-jid-changeofstate-t,,30sources,012017-jid-jid-changeofstate
012020-na-nan-durative,012020-na-nan-durative-s,012020-na-nan-durative-t,,30sources,012020-na-nan-durative
012015-jirr-jirr-copula,012015-jirr-jirr-copula-s,012015-jirr-jirr-copula-t,,othersources,012015-jirr-jirr-copula
012018-warinyjirr-warinyjirr-indefinite,012018-warinyjirr-warinyjirr-indefinite-s,012018-warinyjirr-warinyjirr-indefinite-t,,30sources,012018-warinyjirr-warinyjirr-indefinite
012019-warinyjirr-warinyjirr-same,012019-warinyjirr-warinyjirr-same-s,012019-warinyjirr-warinyjirr-same-t,,30sources,012019-warinyjirr-warinyjirr-same
012013-bakand-bakand-hpossessive,012013-bakand-bakand-hpossessive-s,012013-bakand-bakand-hpossessive-t,,othersources,012013-bakand-bakand-hpossessive
023022-data-t-past,023022-data-t-past-s,023022-data-t-past-t,,othersources,023022-data-t-past
023048-syaw-cu-passive,023048-syaw-cu-passive-s,023048-syaw-cu-passive-t,(semantic change within New Persian 'move forward' > “become”),30sources,023048-syaw-cu-passive
001006-kama-kama-untilcaseconjunction,001006-kama-kama-untilcaseconjunction-s,001006-kama-kama-untilcaseconjunction-t,example from Pacaraos Quechua; exists in other varieties too,othersources,001006-kama-kama-untilcaseconjunction
010026-hacer-ase-habitual,010026-hacer-ase-habitual-s,010026-hacer-ase-habitual-t,"< hacer (Spanish); Armin Schwegler. 2013. Palenquero structure dataset. In: Michaelis, Susanne Maria & Maurer, Philippe & Haspelmath, Martin & Huber, Magnus (eds.)
Atlas of Pidgin and Creole Language Structures Online.",30sources,010026-hacer-ase-habitual
023041-krnawkrta-karkird-epossibility,023041-krnawkrta-karkird-epossibility-s,023041-krnawkrta-karkird-epossibility-t,,30sources,023041-krnawkrta-karkird-epossibility
023036-aita-dy-copula,023036-aita-dy-copula-s,023036-aita-dy-copula-t,,30sources,023036-aita-dy-copula
023040-krnawkrta-konkard-causative,023040-krnawkrta-konkard-causative-s,023040-krnawkrta-konkard-causative-t,,30sources,023040-krnawkrta-konkard-causative
023043-da-da-causative,023043-da-da-causative-s,023043-da-da-causative-t,,30sources,023043-da-da-causative
023024-kahya-ke-subordinator,023024-kahya-ke-subordinator-s,023024-kahya-ke-subordinator-t,,othersources,023024-kahya-ke-subordinator
023057-marta-mard-male,023057-marta-mard-male-s,023057-marta-mard-male-t,EZ = ezâfe (see above),30sources,023057-marta-mard-male
023038-awahya-u-personalpronoun,023038-awahya-u-personalpronoun-s,023038-awahya-u-personalpronoun-t,,30sources,023038-awahya-u-personalpronoun
020011-a-a-agreement,020011-a-a-agreement-s,020011-a-a-agreement-t,,othersources,020011-a-a-agreement
020012-himia-im-progressive,020012-himia-im-progressive-s,020012-himia-im-progressive-t,,30sources,020012-himia-im-progressive
020013-kaat-ka-stativeaspect,020013-kaat-ka-stativeaspect-s,020013-kaat-ka-stativeaspect-t,,othersources,020013-kaat-ka-stativeaspect
020008-tudai-tar-causative,020008-tudai-tar-causative-s,020008-tudai-tar-causative-t,Source: *tudai > *tadi > tar; Affiliation: cognates exist at least in Pima Bajo and Northern Tepehuano,30sources,020008-tudai-tar-causative
020009-tuda-tua-causative,020009-tuda-tua-causative-s,020009-tuda-tua-causative-t,Affiliation: cognates exist at least in Pima Bajo and Northern Tepehuano,othersources,020009-tuda-tua-causative
020018-dam-dam-complementizer,020018-dam-dam-complementizer-s,020018-dam-dam-complementizer-t,,othersources,020018-dam-dam-complementizer
020019-ko-ko-subordinator,020019-ko-ko-subordinator-s,020019-ko-ko-subordinator-t,,othersources,020019-ko-ko-subordinator
020006-hgai-g-definite,020006-hgai-g-definite-s,020006-hgai-g-definite-t,,30sources,020006-hgai-g-definite
020007-hmak-hmak-indefinite,020007-hmak-hmak-indefinite-s,020007-hmak-hmak-indefinite-t,,30sources,020007-hmak-hmak-indefinite
020016-tuda-tua-evidential,020016-tuda-tua-evidential-s,020016-tuda-tua-evidential-t,Affiliation: cognates exist at least in Pima Bajo and Northern Tepehuano,othersources,020016-tuda-tua-evidential
020002-sosoig-soig-classifier,020002-sosoig-soig-classifier-s,020002-sosoig-soig-classifier-t,,othersources,020002-sosoig-soig-classifier
020001-im-im-plural,020001-im-im-plural-s,020001-im-im-plural-t,,othersources,020001-im-im-plural
020003-wa-ga-alienable,020003-wa-ga-alienable-s,020003-wa-ga-alienable-t,,othersources,020003-wa-ga-alienable
020004-yya-dir-inalienable,020004-yya-dir-inalienable-s,020004-yya-dir-inalienable-t,,othersources,020004-yya-dir-inalienable
020005-hgai-hg-personalpronoun,020005-hgai-hg-personalpronoun-s,020005-hgai-hg-personalpronoun-t,,30sources,020005-hgai-hg-personalpronoun
020017-kaitkais-asas-quotative,020017-kaitkais-asas-quotative-s,020017-kaitkais-asas-quotative-t,,30sources,020017-kaitkais-asas-quotative
020020-biga-biga-relativizer,020020-biga-biga-relativizer-s,020020-biga-biga-relativizer-t,,othersources,020020-biga-biga-relativizer
020010-a-a-passive,020010-a-a-passive-s,020010-a-a-passive-t,,othersources,020010-a-a-passive
020014-ka-ka-nominalizer,020014-ka-ka-nominalizer-s,020014-ka-ka-nominalizer-t,,othersources,020014-ka-ka-nominalizer
020015-kaam-kam-adjectivizer,020015-kaam-kam-adjectivizer-s,020015-kaam-kam-adjectivizer-t,,othersources,020015-kaam-kam-adjectivizer
008014-jsm-m-agreement,008014-jsm-m-agreement-s,008014-jsm-m-agreement-t,,30sources,008014-jsm-m-agreement
008023-miecnt-miec-perfectaspect,008023-miecnt-miec-perfectaspect-s,008023-miecnt-miec-perfectaspect-t,Target Meaning only: RESULTATIVE; depending on variety the diathesis of the participle differs,othersources,008023-miecnt-miec-perfectaspect
008005-zostac-zostac-passive,008005-zostac-zostac-passive-s,008005-zostac-zostac-passive-t,,othersources,008005-zostac-zostac-passive
010021-estava-tava-past,010021-estava-tava-past-s,010021-estava-tava-past-t,"< estava (Portugese); Philippe Maurer. 2013. Principense structure dataset.
In: Michaelis, Susanne Maria & Maurer, Philippe & Haspelmath, Martin & Huber, Magnus (eds.)
Atlas of Pidgin and Creole Language Structures Online.",30sources,010021-estava-tava-past
001009-yka-ykaya-progressive,001009-yka-ykaya-progressive-s,001009-yka-ykaya-progressive-t,example from Pacaraos Quechua,30sources,001009-yka-ykaya-progressive
001028-waqta-waqta-sidecase,001028-waqta-waqta-sidecase-s,001028-waqta-waqta-sidecase-t,example from Huánuco Quechua,30sources,001028-waqta-waqta-sidecase
001019-cay-cay-subordinator,001019-cay-cay-subordinator-s,001019-cay-cay-subordinator-t,all Quechuan expression,30sources,001019-cay-cay-subordinator
001027-ni-ni-complementizer,001027-ni-ni-complementizer-s,001027-ni-ni-complementizer-t,example from North Junín Quechua,30sources,001027-ni-ni-complementizer
001023-uma-uma-upperpartofbody,001023-uma-uma-upperpartofbody-s,001023-uma-uma-upperpartofbody-t,example from Ancash Quechua,30sources,001023-uma-uma-upperpartofbody
001026-huk-huk-same,001026-huk-huk-same-s,001026-huk-huk-same-t,example from Tarma Quechua; exists in other varieties too,30sources,001026-huk-huk-same
001004-pikta-pita-ablativespatial,001004-pikta-pita-ablativespatial-s,001004-pikta-pita-ablativespatial-t,example from North Junín Quechua,othersources,001004-pikta-pita-ablativespatial
001005-cawpi-caw-locative,001005-cawpi-caw-locative-s,001005-cawpi-caw-locative-t,example from Pacaraos Quechua,othersources,001005-cawpi-caw-locative
001017-wasa-wasa-behind,001017-wasa-wasa-behind-s,001017-wasa-wasa-behind-t,example from North Junín Quechua,30sources,001017-wasa-wasa-behind
001018-samu-mu-venitive,001018-samu-mu-venitive-s,001018-samu-mu-venitive-t,example from North Junín Quechua,30sources,001018-samu-mu-venitive
001021-usa-usa-after,001021-usa-usa-after-s,001021-usa-usa-after-t,example from North Junín Quechua,30sources,001021-usa-usa-after
001001-kuna-ku-agreement,001001-kuna-ku-agreement-s,001001-kuna-ku-agreement-t,example from Ayacucho Quechua,othersources,001001-kuna-ku-agreement
001022-ri-ri-inceptive,001022-ri-ri-inceptive-s,001022-ri-ri-inceptive-t,example from Ayacucho Quechua,30sources,001022-ri-ri-inceptive
001030-warmi-warmi-female,001030-warmi-warmi-female-s,001030-warmi-warmi-female-t,used in all Quechuan varieties,30sources,001030-warmi-warmi-female
001007-cika-cik-plural,001007-cika-cik-plural-s,001007-cika-cik-plural-t,example from Ayacucho Quechua,othersources,001007-cika-cik-plural
001008-kuna-ku-plural,001008-kuna-ku-plural-s,001008-kuna-ku-plural-t,example from Ayacucho Quechua,othersources,001008-kuna-ku-plural
001024-runa-runa-indefinitepronoun,001024-runa-runa-indefinitepronoun-s,001024-runa-runa-indefinitepronoun-t,example from Ayacucho Quechua,30sources,001024-runa-runa-indefinitepronoun
001020-cay-cay-relativizer,001020-cay-cay-relativizer-s,001020-cay-cay-relativizer-t,example from Huarochirí Qu. (17th c.),30sources,001020-cay-cay-relativizer
001003-mankta-manta-ablativespatial,001003-mankta-manta-ablativespatial-s,001003-mankta-manta-ablativespatial-t,example from Ayacucho Quechua,othersources,001003-mankta-manta-ablativespatial
001014-sqa-sqa-past,001014-sqa-sqa-past-s,001014-sqa-sqa-past-t,example from Ayacucho Quechua,othersources,001014-sqa-sqa-past
024005-mai-mai-venitive,024005-mai-mai-venitive-s,024005-mai-mai-venitive-t,,30sources,024005-mai-mai-venitive
021049-va-osa-future,021049-va-osa-future-s,021049-va-osa-future-t,=o is an invariable particle; or is the 3PL variant of the particle o in the colloquial future (o să-future). It derives from 'a unique 3rd sg impersonal form va' (< aux vrea 'will/want' ) (Zafiu et al. 2016: 41),30sources,021049-va-osa-future
021044-unus-ins-indefinitemarker,021044-unus-ins-indefinitemarker-s,021044-unus-ins-indefinitemarker-t,,30sources,021044-unus-ins-indefinitemarker
008003-ji-oejv-agreement,008003-ji-oejv-agreement-s,008003-ji-oejv-agreement-t,,othersources,008003-ji-oejv-agreement
008006-dat-dat-causative,008006-dat-dat-causative-s,008006-dat-dat-causative-t,,30sources,008006-dat-dat-causative
008017-ij-ij-conditionalconjunction,008017-ij-ij-conditionalconjunction-s,008017-ij-ij-conditionalconjunction-t,Target is the now petrified (indeclinable) IMP SG,30sources,008017-ij-ij-conditionalconjunction
008008-vzjat-vzjat-mirative,008008-vzjat-vzjat-mirative-s,008008-vzjat-vzjat-mirative-t,,30sources,008008-vzjat-vzjat-mirative
008007-mosti-moc-epossibility,008007-mosti-moc-epossibility-s,008007-mosti-moc-epossibility-t,,othersources,008007-mosti-moc-epossibility
008013-pustit-pust-hortative,008013-pustit-pust-hortative-s,008013-pustit-pust-hortative-t,target meaning also: PERMISSIVE,othersources,008013-pustit-pust-hortative
008018-prixoditsja-prixoditsja-dnecessity,008018-prixoditsja-prixoditsja-dnecessity-s,008018-prixoditsja-prixoditsja-dnecessity-t,,30sources,008018-prixoditsja-prixoditsja-dnecessity
008009-bhuti-budet-future,008009-bhuti-budet-future-s,008009-bhuti-budet-future-t,pIE *bhu-ti > pSlavonic *bod- ('become'; with nasal root extension),30sources,008009-bhuti-budet-future
