ID,Source_Form_ID,Target_Form_ID,Comment,Subset,Example_ID
019054-tshwanets-tshwanets-dnecessity,019054-tshwanets-tshwanets-dnecessity-s,019054-tshwanets-tshwanets-dnecessity-t,,othersources,019054-tshwanets-tshwanets-dnecessity
019075-rata-ratarata-bnecessity,019075-rata-ratarata-bnecessity-s,019075-rata-ratarata-bnecessity-t,,30sources,019075-rata-ratarata-bnecessity
019030-ann-ann-negation,019030-ann-ann-negation-s,019030-ann-ann-negation-t,,30sources,019030-ann-ann-negation
019058-s-s-negation,019058-s-s-negation-s,019058-s-s-negation-t,,othersources,019058-s-s-negation
019059-ana-ana-negation,019059-ana-ana-negation-s,019059-ana-ana-negation-t,,othersources,019059-ana-ana-negation
019001-bo-bo-plural,019001-bo-bo-plural-s,019001-bo-bo-plural-t,,othersources,019001-bo-bo-plural
019008-ngwe-ngwe-some,019008-ngwe-ngwe-some-s,019008-ngwe-ngwe-some-t,,30sources,019008-ngwe-ngwe-some
019007-ngwe-ngwe-other,019007-ngwe-ngwe-other-s,019007-ngwe-ngwe-other-t,,30sources,019007-ngwe-ngwe-other
019014-s-s-replacive,019014-s-s-replacive-s,019014-s-s-replacive-t,,30sources,019014-s-s-replacive
019019-jo-jo-linker,019019-jo-jo-linker-s,019019-jo-jo-linker-t,,30sources,019019-jo-jo-linker
019020-l-l-linker,019020-l-l-linker-s,019020-l-l-linker-t,,30sources,019020-l-l-linker
019072-ana-ana-diminutive,019072-ana-ana-diminutive-s,019072-ana-ana-diminutive-t,,30sources,019072-ana-ana-diminutive
019021-baa-aa-linker,019021-baa-aa-linker-s,019021-baa-aa-linker-t,,othersources,019021-baa-aa-linker
019060---relativizer,019060---relativizer-s,019060---relativizer-t,,othersources,019060---relativizer
019005-fa-fa-locative,019005-fa-fa-locative-s,019005-fa-fa-locative-t,"also: kó, mó ('there', 'therein')",30sources,019005-fa-fa-locative
019002-ini--locative,019002-ini--locative-s,019002-ini--locative-t,,othersources,019002-ini--locative
019003---locative,019003---locative-s,019003---locative-t,,30sources,019003---locative
019004-a-a-locative,019004-a-a-locative-s,019004-a-a-locative-t,,othersources,019004-a-a-locative
019006-moragomra-moragomra-locative,019006-moragomra-moragomra-locative-s,019006-moragomra-moragomra-locative-t,,othersources,019006-moragomra-moragomra-locative
019015-gosimololasimlla-gosimololasimlla-ablativespatial,019015-gosimololasimlla-gosimololasimlla-ablativespatial-s,019015-gosimololasimlla-gosimololasimlla-ablativespatial-t,,othersources,019015-gosimololasimlla-gosimololasimlla-ablativespatial
019016-gotlogata-gotlogata-ablativespatial,019016-gotlogata-gotlogata-ablativespatial-s,019016-gotlogata-gotlogata-ablativespatial-t,,30sources,019016-gotlogata-gotlogata-ablativespatial
019017-gotswatswa-gotswatswa-ablativespatial,019017-gotswatswa-gotswatswa-ablativespatial-s,019017-gotswatswa-gotswatswa-ablativespatial-t,,30sources,019017-gotswatswa-gotswatswa-ablativespatial
019071-moragomra-moragomra-behind,019071-moragomra-moragomra-behind-s,019071-moragomra-moragomra-behind-t,,30sources,019071-moragomra-moragomra-behind
019029-dikile-dikile-past,019029-dikile-dikile-past-s,019029-dikile-dikile-past-t,,othersources,019029-dikile-dikile-past
019032-lets-lets-pastnear,019032-lets-lets-pastnear-s,019032-lets-lets-pastnear-t,,othersources,019032-lets-lets-pastnear
019041-sal-sal-pastdistant,019041-sal-sal-pastdistant-s,019041-sal-sal-pastdistant-t,,30sources,019041-sal-sal-pastdistant
019042-satswa-satswa-pastnear,019042-satswa-satswa-pastnear-s,019042-satswa-satswa-pastnear-t,,30sources,019042-satswa-satswa-pastnear
019045-taadika-taadika-future,019045-taadika-taadika-future-s,019045-taadika-taadika-future-t,,othersources,019045-taadika-taadika-future
019046-taalala-taalala-futurenear,019046-taalala-taalala-futurenear-s,019046-taalala-taalala-futurenear-t,,othersources,019046-taalala-taalala-futurenear
019047-taatsa-taatsa-futurenear,019047-taatsa-taatsa-futurenear-s,019047-taatsa-taatsa-futurenear-t,,30sources,019047-taatsa-taatsa-futurenear
019056-tsile-tsile-pastnear,019056-tsile-tsile-pastnear-s,019056-tsile-tsile-pastnear-t,,30sources,019056-tsile-tsile-pastnear
019025-bata-bata-imminence,019025-bata-bata-imminence-s,019025-bata-bata-imminence-t,,30sources,019025-bata-bata-imminence
019027-batile-batile-avertive,019027-batile-batile-avertive-s,019027-batile-batile-avertive-t,,30sources,019027-batile-batile-avertive
019033-lsetsa-lsetsa-imminence,019033-lsetsa-lsetsa-imminence-s,019033-lsetsa-lsetsa-imminence-t,,othersources,019033-lsetsa-lsetsa-imminence
019040-ratile-ratile-avertive,019040-ratile-ratile-avertive-s,019040-ratile-ratile-avertive-t,,30sources,019040-ratile-ratile-avertive
019044-skile-skile-avertive,019044-skile-skile-avertive-s,019044-skile-skile-avertive-t,,othersources,019044-skile-skile-avertive
019049-ta-ta-imminence,019049-ta-ta-imminence-s,019049-ta-ta-imminence-t,,30sources,019049-ta-ta-imminence
019050-tsamala-tsamala-imminence,019050-tsamala-tsamala-imminence-s,019050-tsamala-tsamala-imminence-t,,30sources,019050-tsamala-tsamala-imminence
019055-tsile-tsile-imminence,019055-tsile-tsile-imminence-s,019055-tsile-tsile-imminence-t,,30sources,019055-tsile-tsile-imminence
019057-ja-ja-imminence,019057-ja-ja-imminence-s,019057-ja-ja-imminence-t,,30sources,019057-ja-ja-imminence
019074-rata-ratarata-avertive,019074-rata-ratarata-avertive-s,019074-rata-ratarata-avertive-t,,30sources,019074-rata-ratarata-avertive
013016-w-w-agreement,013016-w-w-agreement-s,013016-w-w-agreement-t,,30sources,013016-w-w-agreement
013012-k-q-imperative,013012-k-q-imperative-s,013012-k-q-imperative-t,,othersources,013012-k-q-imperative
013017-kektakakta-q-dual,013017-kektakakta-q-dual-s,013017-kektakakta-q-dual-t,,othersources,013017-kektakakta-q-dual
013013-keti-syiq-personalpronoun,013013-keti-syiq-personalpronoun-s,013013-keti-syiq-personalpronoun-t,,othersources,013013-keti-syiq-personalpronoun
013023-pixt-pida-personalpronoun,013023-pixt-pida-personalpronoun-s,013023-pixt-pida-personalpronoun-t,,30sources,013023-pixt-pida-personalpronoun
013009-lexica-esy-past,013009-lexica-esy-past-s,013009-lexica-esy-past-t,,30sources,013009-lexica-esy-past
013006-a-e-finiteness,013006-a-e-finiteness-s,013006-a-e-finiteness-t,,othersources,013006-a-e-finiteness
006003-hane-ha-definite,006003-hane-ha-definite-s,006003-hane-ha-definite-t,note: only for aforementioned or extralinguistically identifiable denotates/entities,othersources,006003-hane-ha-definite
011001-a-a-recipientcase,011001-a-a-recipientcase-s,011001-a-a-recipientcase-t,,othersources,011001-a-a-recipientcase
011018-d-dtafters-causative,011018-d-dtafters-causative-s,011018-d-dtafters-causative-t,the reconstruction of source is somewhat uncertain,30sources,011018-d-dtafters-causative
011008-nesa-nesa-indefinite,011008-nesa-nesa-indefinite-s,011008-nesa-nesa-indefinite-t,the marker derives indefinite pronouns from interrogative ones,othersources,011008-nesa-nesa-indefinite
011034-baksun-baksun-epossibility,011034-baksun-baksun-epossibility-s,011034-baksun-baksun-epossibility-t,the lexical verb takes the form of the infinitive,30sources,011034-baksun-baksun-epossibility
011035-eki-eki-hortative,011035-eki-eki-hortative-s,011035-eki-eki-hortative-t,the hortative meaning can be also expressed by the verb form without the preposed function word,30sources,011035-eki-eki-hortative
011058-barta-barta-dpossibility,011058-barta-barta-dpossibility-s,011058-barta-barta-dpossibility-t,,30sources,011058-barta-barta-dpossibility
011056-kije-kije-hpossessive,011056-kije-kije-hpossessive-s,011056-kije-kije-hpossessive-t,,30sources,011056-kije-kije-hpossessive
011053-bacaneun-bacaneun-behind,011053-bacaneun-bacaneun-behind-s,011053-bacaneun-bacaneun-behind-t,Target Meaning also: then (TEMPORAL),30sources,011053-bacaneun-bacaneun-behind
011057-bul-bel-sidespatialcase,011057-bul-bel-sidespatialcase-s,011057-bul-bel-sidespatialcase-t,,30sources,011057-bul-bel-sidespatialcase
011027-esa-esa-present,011027-esa-esa-present-s,011027-esa-esa-present-t,the source (dative of the infinitive) probably expressed locational meaning ('be in doing'),othersources,011027-esa-esa-present
011031-ale-ale-future,011031-ale-ale-future-s,011031-ale-ale-future-t,,othersources,011031-ale-ale-future
011021-igesowniesun-ec-anticausative,011021-igesowniesun-ec-anticausative-s,011021-igesowniesun-ec-anticausative-t,the marker has several allomorphs depending on the tense/aspect,30sources,011021-igesowniesun-ec-anticausative
008026-sydac-sydac-exist,008026-sydac-sydac-exist-s,008026-sydac-sydac-exist-t,,othersources,008026-sydac-sydac-exist
008002-jen-jen-indefinite,008002-jen-jen-indefinite-s,008002-jen-jen-indefinite-t,"Among all Slavic varieties, CUS seems to have reached the highest degree of grammaticalization, inasmuch as jen '1' is practically obligatory in generic NPs and even in non-emphatic predicative usage",30sources,008002-jen-jen-indefinite
013020-paa-pai-ablativespatial,013020-paa-pai-ablativespatial-s,013020-paa-pai-ablativespatial-t,,othersources,013020-paa-pai-ablativespatial
010008-for-fo-apossessive,010008-for-fo-apossessive-s,010008-for-fo-apossessive-t,"Paula Prescod. 2013. Vincentian Creole structure dataset.
In: Michaelis, Susanne Maria & Maurer, Philippe & Haspelmath, Martin & Huber, Magnus (eds.)
Atlas of Pidgin and Creole Language Structures Online.",othersources,010008-for-fo-apossessive
023003-arda-rk-recipientcase,023003-arda-rk-recipientcase-s,023003-arda-rk-recipientcase-t,,othersources,023003-arda-rk-recipientcase
012008-ngany-ngany-instrumental,012008-ngany-ngany-instrumental-s,012008-ngany-ngany-instrumental-t,,othersources,012008-ngany-ngany-instrumental
012003-jina-jina-apossessive,012003-jina-jina-apossessive-s,012003-jina-jina-apossessive-t,often also used with possessors of other persons and numbers,othersources,012003-jina-jina-apossessive
012006-na-na-transitivizer,012006-na-na-transitivizer-s,012006-na-na-transitivizer-t,,othersources,012006-na-na-transitivizer
012010-banji-banyji-reflexive,012010-banji-banyji-reflexive-s,012010-banji-banyji-reflexive-t,,othersources,012010-banji-banyji-reflexive
023063-arda-ard-locative,023063-arda-ard-locative-s,023063-arda-ard-locative-t,,30sources,023063-arda-ard-locative
023021-hista-ist-present,023021-hista-ist-present-s,023021-hista-ist-present-t,,othersources,023021-hista-ist-present
020021-sime-sime-durative,020021-sime-sime-durative-s,020021-sime-sime-durative-t,,30sources,020021-sime-sime-durative
020025-yaate-yaate-cessativeaspect,020025-yaate-yaate-cessativeaspect-s,020025-yaate-yaate-cessativeaspect-t,,30sources,020025-yaate-yaate-cessativeaspect
020022-bae-bae-desiderativemood,020022-bae-bae-desiderativemood-s,020022-bae-bae-desiderativemood-t,,30sources,020022-bae-bae-desiderativemood
020023-hiia-iiaa-desiderativemood,020023-hiia-iiaa-desiderativemood-s,020023-hiia-iiaa-desiderativemood-t,,30sources,020023-hiia-iiaa-desiderativemood
020024-ea-ea-subjunctive,020024-ea-ea-subjunctive-s,020024-ea-ea-subjunctive-t,,30sources,020024-ea-ea-subjunctive
012001-nima-ni-ergative,012001-nima-ni-ergative-s,012001-nima-ni-ergative-t,,30sources,012001-nima-ni-ergative
012002-jina-jina-apossessive,012002-jina-jina-apossessive-s,012002-jina-jina-apossessive-t,,othersources,012002-jina-jina-apossessive
012014-ngangany-ngangany-hpossessive,012014-ngangany-ngangany-hpossessive-s,012014-ngangany-ngangany-hpossessive-t,,30sources,012014-ngangany-ngangany-hpossessive
012009-jinaburu-jinaburu-nominalizer,012009-jinaburu-jinaburu-nominalizer-s,012009-jinaburu-jinaburu-nominalizer-t,,othersources,012009-jinaburu-jinaburu-nominalizer
003009-lic-k-imperfective,003009-lic-k-imperfective-s,003009-lic-k-imperfective-t,note: the source may be written in colonial orthography,othersources,003009-lic-k-imperfective
003010-taaninau-tiintaantuun-progressive,003010-taaninau-tiintaantuun-progressive-s,003010-taaninau-tiintaantuun-progressive-t,note: the source may be written in colonial orthography,othersources,003010-taaninau-tiintaantuun-progressive
003011-tsok-ts-egressive,003011-tsok-ts-egressive-s,003011-tsok-ts-egressive-t,note: the source may be written in colonial orthography,30sources,003011-tsok-ts-egressive
003013-ti-t-perfective,003013-ti-t-perfective-s,003013-ti-t-perfective-t,note: the source may be written in colonial orthography,othersources,003013-ti-t-perfective
003005-ookol-ol-causecase,003005-ookol-ol-causecase-s,003005-ookol-ol-causecase-t,"'top' (relational noun) > 'on, above' (spatial preposition) > 'on account of' (abstract preposition); note: the source may be written in colonial orthography",othersources,003005-ookol-ol-causecase
003019-tsa-tsa-causative,003019-tsa-tsa-causative-s,003019-tsa-tsa-causative-t,note: the source may be written in colonial orthography,30sources,003019-tsa-tsa-causative
003015-oklal-yolal-purposeconjunction,003015-oklal-yolal-purposeconjunction-s,003015-oklal-yolal-purposeconjunction-t,note: the source may be written in colonial orthography,othersources,003015-oklal-yolal-purposeconjunction
003016-eteleetel-yeetel-npand,003016-eteleetel-yeetel-npand-s,003016-eteleetel-yeetel-npand-t,Also used as INSTR adposition; the source preposition inflects for person/number of its complement; the target form also features a petrified 3rd person marker (y-); note: the source may be written in colonial orthography,othersources,003016-eteleetel-yeetel-npand
003017-tsokole-tsoletsokole-sand,003017-tsokole-tsoletsokole-sand-s,003017-tsokole-tsoletsokole-sand-t,note: the source may be written in colonial orthography,30sources,003017-tsokole-tsoletsokole-sand
003002-lay-le-definite,003002-lay-le-definite-s,003002-lay-le-definite-t,note: the source may be written in colonial orthography,30sources,003002-lay-le-definite
003003-hun-hunun-indefinite,003003-hun-hunun-indefinite-s,003003-hun-hunun-indefinite-t,note: the source may be written in colonial orthography,30sources,003003-hun-hunun-indefinite
003001-pel-peel-classifier,003001-pel-peel-classifier-s,003001-pel-peel-classifier-t,"(shell, shuck > grain (of corn)); Target gets combined with a numeral prefix; note: the source may be written in colonial orthography",othersources,003001-pel-peel-classifier
003008-maakx-maax-interrogativeproform,003008-maakx-maax-interrogativeproform-s,003008-maakx-maax-interrogativeproform-t,note: the source may be written in colonial orthography,othersources,003008-maakx-maax-interrogativeproform
003020-balx-bax-interrogativeproform,003020-balx-bax-interrogativeproform-s,003020-balx-bax-interrogativeproform-t,note: the source may be written in colonial orthography,30sources,003020-balx-bax-interrogativeproform
003004-ookol-ookol-upspatial,003004-ookol-ookol-upspatial-s,003004-ookol-ookol-upspatial-t,note: the source may be written in colonial orthography,othersources,003004-ookol-ookol-upspatial
003006-la-laa-proximalspatial,003006-la-laa-proximalspatial-s,003006-la-laa-proximalspatial-t,note: the source may be written in colonial orthography,30sources,003006-la-laa-proximalspatial
003018-tupaach-tupaach-behind,003018-tupaach-tupaach-behind-s,003018-tupaach-tupaach-behind-t,note: the source may be written in colonial orthography,30sources,003018-tupaach-tupaach-behind
003012-yaan-yan-future,003012-yaan-yan-future-s,003012-yaan-yan-future-t,EXIST > DEB > FUT; note: the source may be written in colonial orthography,othersources,003012-yaan-yan-future
003014-bin-biin-future,003014-bin-biin-future-s,003014-bin-biin-future-t,note: the source may be written in colonial orthography,30sources,003014-bin-biin-future
003007-bah-baah-reflexive,003007-bah-baah-reflexive-s,003007-bah-baah-reflexive-t,note: the source may be written in colonial orthography,othersources,003007-bah-baah-reflexive
023039-awa-o-linker,023039-awa-o-linker-s,023039-awa-o-linker-t,source not certain,30sources,023039-awa-o-linker
