ID,Language_ID,Name,Description
340,japhug,Gram: ɲɯ-,SENSORY prefix (EVIDENTIAL: knowledge mediated through observation or second hand)
341,japhug,Gram: ku-,EGOPHORIC prefix (EVIDENTIAL: personally experienced knowledge)
342,japhug,Gram: pɯpɯŋunɤ,delimitive TOPIC marker
343,japhug,Gram: jiɕqha,aforementioned TOPIC marker
344,japhug,Gram: ŋu,FOCUS
345,japhug,Gram: =ni,DUAL clitic
346,japhug,Gram: -ʑo,INTENSIVE(-REFLEXIVE)
347,japhug,Gram: -pɯ,DIMINUTIVE
348,japhug,Gram: nɯ,PERSONAL PRO (3rd person)
349,japhug,Gram: tɯrme,INDEFINITE PRONOUN
350,japhug,"Gram: ɕɯ-, ɕ-, s-, z-",ANDATIVE prefix
351,japhug,Gram: ɣɯ-,VENITIVE prefix
352,japhug,Gram: rɤ-,ANTIPASSIVE voice marker
353,japhug,Gram: -ʑɣɤ-,REFLEXIVE
354,jubaarabic,Gram: amulu,CAUSATIVE
355,jula,Gram: tá,GENITIVE (alienable) postposition
356,ket,Gram: -ŋ,Adjective PLURAL AGREEMENT marker
357,ket,Gram: -jə,3rd PERSON AGREEMENT marker
358,ket,Gram: -du,Nominal Subject AGREEMENT Suffix
359,ket,Gram: -ja- + -aj,STATIVE-RESULTATIVE Circumfix
360,ket,Gram: -iŋ,ITERATIVE
361,ket,Gram: -bɛt,ITERATIVE for transitive verbs
362,ket,Gram: -a,DATIVE
363,ket,Gram: -an,CARITIVE case marker
364,ket,Gram: -q-...-it,(INCEPTIVE) CAUSATIVE
365,ket,Gram: ø,INFINITIVE
366,ket,Gram: sim,CONDITIONAL
367,ket,Gram: -kupka,subordinate clause suffix (temporal subordinator)
368,ket,Gram: bila,COMPLEMENTIZER
369,ket,Gram: qān,OPTATIVE
370,ket,Gram: -(V)ŋ,Event PLURALITY
371,ket,Gram: -ŋ,"PLURAL, PLURACTIONAL marker"
372,ket,Gram: qorɛ,RELATIVIZER
373,ket,Gram: =ʌʌd=,top of
374,ket,Gram: =bal=,between' (postposition)
375,ket,Gram: -in,PAST
376,ket,Gram: qam,PROX FUTURE
377,ket,Gram: -k-,TRANSITIVIZER for motion verbs
378,khmer,Gram: cɔp,COMPLETIVE
379,khmer,Gram: haǝy,PERFECTIVE
380,khmer,Gram: tɤ̀u,INCREMENTAL DEVELOPMENT
381,khmer,Gram: nɤ̀u,CONTINUOUS
382,khmer,Gram: dɔl,until'
383,khmer,Gram: cì:ǝ,COMITATIVE marker
384,khmer,Gram: ta:m,ACCORDING TO (preposition)
385,khmer,Gram: ta:m,INSTRUMENTAL (used only with vehicles)
386,khmer,Gram: daoy,INSTRUMENTAL (general)
387,khmer,Gram: daoy,MATERIAL (in the sense of 'made of')
388,khmer,Gram: Ɂaoy,BENEFACTIVE (preposition)
389,khmer,Gram: Ɂaoy,DATIVE
390,khmer,Gram: cì:ǝmù:ǝynɯ̒ŋ,'together'/COMITATIVE
391,khmer,Gram: yɔ̀:k,INSTRUMENTAL marker
392,khmer,Gram: thvɤ̀,CAUSATIVE
393,khmer,Gram: Ɂaoy,CAUSATIVE
394,khmer,Gram: cì:ǝ,CONCESSIVE
395,khmer,Gram: rù:ǝc,CONSECUTIVE
396,khmer,Gram: haǝy(-nɯ̒ŋ),COORDINATIVE particle 'and'
397,khmer,Gram: daoy,adverbial SUBORDINATOR: CAUSE
398,khmer,Gram: Ɂaoy,PURPOSE
399,khmer,Gram: Ɂaoy,MANNER
400,khmer,Gram: Ɂaoy,COMPLEMENTIZER
401,khmer,Gram: nùh,DEFINITENESS
402,khmer,Gram: mù:ǝy,INDEFINITNESS
403,khmer,Gram: kba:l,CLASSIFIER
404,khmer,Gram: ba:n,ABILITY
405,khmer,Gram: ba:n,PERMISSIVE
406,khmer,Gram: ba:n,POSSIBILITY
407,khmer,Gram: ba:n,succeed'
408,khmer,Gram: tɤ̀u,HORTATIVE
409,khmer,Gram: cì:ǝ,"in the function of, as' (preposition)"
410,khmer,Gram: rǝbɔh,POSSESSION marker
411,khmer,Gram: cì:ǝ,QUOTATIVE marker
412,khmer,Gram: tha:,QUOTATIVE marker
413,khmer,Gram: mɔ̀:k,VENITIVE (DIRECTIONAL verb)
414,khmer,Gram: tɤ̀u,ANDATIVE (DIRECTIONAL verb)
415,khmer,Gram: ceɲ,EGRESSIVE (DIRECTIONAL verb)
416,khmer,Gram: nɤ̀u,LOCATIVE preposition
417,khmer,Gram: dɔl,ALLATIVE
418,khmer,Gram: mɔ̀:k,preposition indicating DIRECTION to GOAL near speaker
419,khmer,Gram: ta:m,SPATIAL ALONG/PATH
420,khmer,Gram: tɤ̀u,ALLATIVE
421,khmer,Gram: kha:ŋ-,LOCATIVE marker (prefix of relational noun)
422,khmer,Gram: dɔl,TEMPORAL adverbial
423,khmer,Gram: ba:n,PAST
424,khmer,Gram: khlu:ǝn,INTENSIFIER-REFLEXIVE
425,khmer,Gram: cì:ǝ,"derivational marker (of many adverbs, ""ADVERBIALIZER"")"
426,khmer,Gram: daoy,"marker of adverbials (""ADVERBIALIZER"")"
427,kitamaninka,Gram: -nín,PERFECT suffix (for inTRANSITIVE)
428,kitamaninka,Gram: nànín,PERFECT predicative marker (for TRANSITIVE)
429,kitamaninka,Gram: tèré,PAST
430,korean,Gram: -ko.iss-,PROGRESSIVE
431,korean,Gram: -e.ci-,INCHOATIVE
432,korean,Gram: -kon.ha-,HABITUAL
433,korean,Gram: -e.mek-,COMPLETIVE Aspect
434,korean,Gram: -ko.iss-,RESULTATIVE (+HON)
435,korean,Gram: -e.o-,CONTINUATIVE aux
436,korean,Gram: -e.ka-,Change-of-State
437,korean,Gram: e.noh-,COMPLETIVE (aux)
438,korean,Gram: -ko.ancass,HABITUAL aux
439,korean,Gram: -ey,DATIVE/LOCATIVE
440,korean,Gram: -kkeyse,NOMINATIVE (Honorific)
441,korean,Gram: -(ul)kac(i)ko,INSTRUMENTAL
442,korean,Gram: -(ul)wihay,BENEFACTIVE
443,korean,Gram: -(ul/ey) ttala,"along, according to'"
444,korean,Gram: -e.cwu-,BENEFACTIVE
445,korean,Gram: -pota,COMPARATIVE marker ('than')
446,korean,Gram: -tasiphi,Similative connective ('as')
447,korean,Gram: -chelem,Similative
448,korean,Gram: -key.ha-,CAUSATIVE
449,korean,Gram: -tako,COMPLEMENTIZER (Declarative)
450,korean,Gram: -l kes,COMPLEMENTIZER
451,korean,Gram: -ntey,Cause/Reason Subordinator
452,korean,Gram: -n.twiey,after (TEMPORAL Conjunction)
453,korean,Gram: -e.kacko,Cause/Reason subordinator
454,korean,Gram: i-,COPULA
455,korean,Gram: -l.tus.ha-,Inferential EVIDENTIALITY
456,korean,Gram: -na/kka.siph-,Inferential EVIDENTIALITY
457,korean,Gram: -ketun,TOPIC PRESENTATION
458,korean,Gram: mali,CLASSIFIER (for animals!)
459,korean,Gram: son,CLASSIFIER (handful)
460,korean,Gram: -(i)nama,Dissatisfaction (delimiting particle)
461,korean,Gram: -ko.siph-,DESIDERATIVE
462,korean,Gram: -myen.an.toy-,PROHIBITIVE
463,korean,Gram: -nun.pep.i-,OBLIGATION
464,korean,Gram: -myen.toy-,SUGGESTIVE
465,korean,Gram: -l.swu(to).iss-,POSSIBILITY
466,korean,Gram: thullim.eps-,CERTAINTY
467,korean,Gram: -l.they-,(strong) INTENTION
468,korean,Gram: -lkka.po-,(tentative) INTENTION
469,korean,Gram: -lye(ko)ha-,INTENTION
470,korean,Gram: -(e)ya.ha-,OBLIGATION MODAL aux
471,korean,Gram: -l.key,Promissive ('sentence-ender')
472,korean,Gram: han,"APPROXIMATIVE quantifier ('about', 'some')"
473,korean,Gram: kutuy,Pers PRON 2SG HON
474,korean,Gram: -cocha,Counterexpectation' ('[not] even')
475,korean,Gram: -mace,Counterexpectation
476,korean,Gram: sosin,Pers PRON 1SG HUM
477,korean,Gram: imca,Pers PRON 2SG HON
478,korean,Gram: -lkkapwa,PREVENTIVE (APPREHENSIONAL)
479,korean,"Gram: -aci,-akwi",DIMINUTIVE SUFFIX
480,korean,Gram: -meli,PEJORATIVE (Derivational Suffix)
481,korean,Gram: han,identicality ('same')
482,korean,Gram: -uy,GENITIVE
483,korean,Gram: -si-,subject honorification
484,korean,"Gram: -sAp-, -zAp-, -cAp, -Ap-",addressee honorification
485,korean,Gram: ha-,Pro-Verb
486,korean,Gram: i.salam,Pers Pro 3SG
487,korean,Gram: -n,RELATIVIZER (Participle-formant)
488,korean,Gram: -e.ka-,ANDATIVE (PROGRESSIVE)
489,korean,Gram: -pwuthe,ABLATIVE (postposition)
490,korean,Gram: -(uy).twiey,Behind (Spatial postposition)
491,korean,Gram: -poko,ALLATIVE postposition
492,korean,Gram: (-uy) yephey,"LOCATIVE postposition (near, next to, at)"
493,korean,Gram: -eys-,PAST
494,korean,Gram: -l.kesi-,FUTURE
495,korean,Gram: -l.ppen.ha-,AVERTIVE
496,korean,Gram: -pat-,PASSIVE
497,korean,Gram: -e.ci-,PASSIVE
498,korean,Gram: kes,NOMINALIZER
499,korean,Gram: cikyeng,"NOMINALIZER (state of x [undesirable situation]), mermaid construction"
500,kott,"Gram: -aŋ, -u, -toŋ, -oŋ",Verbfinal Subject AGREEMENT
501,kott,Gram: -(ŋ)ha:t,LOCATIVE case Suffix
502,koyaga,Gram: kó,INTENTION MODAL aux
503,kryz,Gram: -ra ʕaǯa,PROGRESSIVE
504,kryz,Gram: vujiz,CAUSATIVE aux
505,kryz,Gram: liji,derivational marker for ordinal numerals
506,kryz,Gram: -ija,FUTURE
507,kurdishkurmanji,Gram: -ek,INDEFINITE
508,kurdishsorani,Gram: -ak,DEFINITE article/marker
509,lezgian,Gram: -nwa,PERFECT
510,lezgian,Gram: -zma,CONTINUATIVE PRESENT
511,lezgian,"Gram: q(i)-, χ(u)-, -χ-",REPETITIVE
512,lezgian,Gram: pataldi,BENEFACTIVE postposition
513,lezgian,Gram: luhuz,COMPLEMENTIZER
514,lezgian,Gram: xajit'a꞊ni,INDEFINITE Pronoun marker
515,lezgian,Gram: -lda,hearsay EVIDENTIALITY
516,lezgian,Gram: sa,reinforced negative Pronoun
517,lezgian,Gram: (-t'a) akːʷ-,VERIFICATIVE
518,lezgian,Gram: -na,AORIST
519,lezgian,Gram: xun,ANTICAUSATIVE
520,lezgian,Gram: -z,INFINITIVE
521,lowersorbian,Gram: daś,EXISTENTIAL COPULA
522,lowersorbian,Gram: daś,HORTATIVE
523,luri,Gram: -gal,PLURAL suffix
524,macedonian,Gram: neka,concessive (conjunction)
525,macedonian,Gram: -ov,Enclitic ARTICLE
526,makassarese,Gram: -a,DEFINITE article
527,manchu,Gram: -ŋgi,DIRECTIONAL
528,mandarin,Gram: wán < 完 >,RESULTATIVE complement ('-finish')
529,mandarin,Gram: -le <了 >,PERFECTIVE suffix
530,mandarin,Gram: le <了 >,sentence-final PERFECT particle
531,mandarin,Gram: -zhe < 着 >,"DURATIVE suffix, IMPERFECTIVE suffix"
532,mandarin,Gram: zài < 在 >,PROGRESSIVE aspect marker
533,mandarin,Gram: -guo < 过(過) >,EXPERIENTIAL aspect suffix
534,mandarin,Gram: dào < 到 >,RESULTATIVE complement
535,mandarin,Gram: jiàn < 见 >,RESULTATIVE complement
536,mandarin,Gram: shàng < 上 >,RESULTATIVE (PERFECTIVE) complement
537,mandarin,Gram: bǎ < 把 >,"coverb, CAUSATIVE marker, disposal marker, etc."
538,mandarin,Gram: dào < 到 >,"preposition/coverb 'until, til'"
539,mandarin,Gram: gěi < 给 >,"preposition/coverb 'to, for'"
540,mandarin,Gram: gēn < 跟 >,COMITATIVE marker
541,mandarin,Gram: shì < 是 >,"COPULA (& FOCUS marker, verbal anaphor 'be so')"
542,mandarin,Gram: bǎ < 把 >,numeral CLASSIFIER
543,mandarin,Gram: shŏu < 手 >,numeral CLASSIFIER
544,mandarin,Gram: tóu < 头 >,numeral CLASSIFIER
545,mandarin,Gram: shēn < 身 >,numeral CLASSIFIER
546,mandarin,Gram: gè < 个 >,general numeral CLASSIFIER
547,mandarin,Gram: yào < 要 >,"modal auxiliary (dynamic, deontic, epistemic)"
548,mandarin,Gram: néng < 能 >,"modal auxiliary (dynamic, deontic, epistemic)"
549,mandarin,Gram: de < 得 >,POTENTIAL marker
550,mandarin,Gram: yi <一 >,"all, whole'"
551,mandarin,Gram: rén < 人 >,pronoun (3rd or 1st)
552,mandarin,Gram: lái < 来 >,VENITIVE DIRECTIONAL marker
553,mandarin,Gram: qù < 去 >,VENITIVE DIRECTIONAL marker
554,mandarin,Gram: shàng < 上 >,postposition or relational noun (for time/space marking)
555,mandarin,Gram: zài < 在 >,LOCATIVE preposition
556,mandarin,Gram: gēn < 跟 >,"preposition/coverb 'behind, following' (in 'gēn-zhe')"
557,mandarin,Gram: bèi < 背 >,preposition/coverb 'with back to' (in 'bèi-zhe')
558,mandarin,Gram: yào < 要 >,FUTURE auxiliary
559,mandarin,Gram: huì < 会(會) >,modal auxiliary (epistemic NECESSITY > FUTURE)
560,mandarin,Gram: bèi < 被 >,"PASSIVE marker, coverb"
561,mandarin,Gram: gěi < 给 >,"CAUSATIVE, PASSIVE"
562,mandinka,"Gram: ŋà, ŋá",person AGREEMENT marker
563,mandinka,Gram: kà,INCOMPLETIVE marker (HABITUAL situation)
564,mandinka,Gram: bòyí,INCHOATIVE aux
565,mandinka,Gram: làfí,PROXIMATIVE (aux verb)
566,mandinka,Gram: lá,multifunctional postposition (e.g. INSTRUMENTAL)
567,mandinka,Gram: -ndí,CAUSATIVE
568,mandinka,Gram: kó,conjunction/preposition 'like'
569,mandinka,Gram: -lá,non-finite verbal suffix (COMPLEMENTIZER of MODAL verbs)
570,mandinka,Gram: kó,COMPLEMENTIZER
571,mandinka,Gram: dóróŋ,TEMPORAL SUBORDINATOR 'as soon as'
572,mandinka,Gram: à yè à tàrá,SUBORDINATOR 'whereas'
573,mandinka,Gram: kó,"saying that', 'under the pretext that', 'on the ground that' (quotative subordinator)"
574,mandinka,Gram: ko,PURPOSE (conjunction)
575,mandinka,Gram: yé,COPULA
576,mandinka,Gram: =ò,(default clitic) DETERMINER
577,mandinka,Gram: =ŋ̀,(default clitic) DETERMINER
578,mandinka,Gram: à,DEFINITE marker ('the N in question')
579,mandinka,Gram: fó,OBLIGATION marker
580,mandinka,Gram: làfí,INTENTION (aux verb)
581,mandinka,Gram: -lú,PLURAL suffix
582,mandinka,Gram: dóo,INDEFINITE determiner 'some'
583,mandinka,Gram: fó,'except'
584,mandinka,Gram: fó,INTERROGATIVE marker
585,mandinka,Gram: lá,GENITIVE (alienable) postposition
586,mandinka,Gram: sòtó,H-POSSESSIVE (verb)
587,mandinka,"Gram: mɛ̂n, mîn",RELATIVIZER
588,mandinka,Gram: bálá,'in contact with' (postposition)
589,mandinka,Gram: kɔ́rɔ́,SPATIAL postposition 'under'
590,mandinka,Gram: nǎŋ,centripetal marker
591,mandinka,Gram: nǎŋ,VENITIVE (adverb)
592,mandinka,Gram: yǎa,SPATIAL postposition ('at N's place')
593,mandinka,Gram: nǔŋ,PAST
594,mandinka,Gram: kó,IMMINENCE aux 'be about to'
595,mandinka,Gram: -rí,ANTIPASSIVE /NOMINALIZER suffix
596,maninkamori,"Gram: bárá, bádá",PERFECT predicative marker
597,maninkamori,"Gram: bárá, bádá",COMPLETIVE (TAM-marker)
598,mauritiancreole,"Gram: avek, ek",DATIVE (particle)
599,mian,Gram: -ib,SUBJ AGREEMENT (2./3.PL.) suffix
600,mian,Gram: be-,'keep doing'
601,mian,Gram: -bi,CONTINUATIVE
602,mian,Gram: deibo᷈,COMPLETIVE
603,mian,Gram: -lo,PERFECTIVE
604,mian,Gram: -b,SWITCH-REFERENCE
605,mian,Gram: =e,DEFINITE ARTICLE
606,mian,Gram: naka,MALE (uninflected modifier)
607,mian,Gram: unǎng,FEMALE (uninflected modifier)
608,mian,Gram: dim,'on' (SPATIAL/TEMPORAL)
609,mian,Gram: dim=o bi,(predicative) POSSESSION marker
610,mian,Gram: é,PERSONAL PRO (3rd person)
611,mian,Gram: ge,QUOTATIVE
612,mian,Gram: -daa,LOCATIVE
613,mian,Gram: tem,SPATIAL marker 'in'
614,mian,Gram: dǎang,'behind' (adposition)
615,mian,Gram: -so,HESTERNAL PAST
616,mian,Gram: -bio,(NON-HESTERNAL) PAST
617,mian,Gram: -ub,APPLICATIVE
618,middlepersian,Gram: kū,COMPLEMENTIZER
619,middlepersian,Gram: kām-,FUTURE
620,mohawk,Gram: -awi,BENEFACTIVE (HABITUAL)
621,mohawk,Gram: -ni,BENEFACTIVE
622,mohawk,Gram: ne,COMPLEMENTIZER
623,mohawk,"Gram: ne, n",DEFINITE ARTICLE
624,mohawk,Gram: ia:ken,EVIDENTIAL (hearsay)
625,mohawk,Gram: -kwé:ni',(internal ABILITY) modal marker
626,mohawk,Gram: =okon'a,PLURAL (allomorph)
627,mohawk,Gram: =kó:wa,Augmentative
628,mohawk,Gram: -akon,"LOCATIVE ('in, into')"
629,mohawk,Gram: -at-,MEDIO-PASSIVE (middle voice)
630,mohawk,Gram: -hst,CAUSATIVE
631,mohawk,Gram: hkw-,APPLICATIVE
632,mohawk,Gram: -akon,derivational marker (for places)
633,mori,Gram: ondae,associative PLURAL marker (with personal names and kin terms)
634,nanai,"Gram: -e-, -a-",NEG suffix
635,nanai,"Gram: -sal, -sel",PLURAL
636,nanai,Gram: =(j)Am,QUOTATIVE (enclitic)
637,negerhollands,Gram: kā,COMPLETIVE Aspect
638,negerhollands,Gram: lo,FUTURE
639,newpersian,Gram: rav-,PROXIMATIVE
640,newpersian,Gram: xwāh,PROXIMATIVE
641,newpersian,Gram: =rā,marker (clitic) of DEFINITE direct objects
642,newpersian,Gram: =rā,FOCUS marker (clitic)
643,newpersian,Gram: zan,FEMALE
644,newpersian,Gram: be-,"modal prefix, today SUBJUNCTIVE"
645,newpersian,Gram: -hā,PLURAL suffix
646,newpersian,Gram: tan,INTENSIVE-REFL
647,newpersian,Gram: =e,“ezâfe” (clitic linking head noun to depending elements)
648,newpersian,Gram: dār-,'have'
649,newpersian,Gram: mī-,PRESENT tense affix
650,newpersian,Gram: xwāh,FUTURE
651,newpersian,Gram: šod,PASSIVE (MEDIO-PASSIVE light verb)
652,newpersianafghan,Gram: raw-,CONTINUOUS
653,northjuninquechua,"Gram: -ru, -ra",PERFECTIVE aspect
654,northjuninquechua,Gram: -y(k)u,with special attention (INTENSIVE)
655,nyigina,Gram: -arnda,PROGRESSIVE marker
656,nyigina,Gram: -yibur(u),until' (postposition)
657,nyulnyul,Gram: -jid,Change of State (Preverb)
658,nyulnyul,"Gram: -na, -n",CONTINUOUS
659,nyulnyul,Gram: jirr,COPULA (POSSESSIVE)
660,nyulnyul,Gram: warinyjirr,INDEFINITE
661,nyulnyul,Gram: warinyjirr,'same'
662,nyulnyul,Gram: -bakand,predicative POSSESSION ('have')
663,ossetic,Gram: -t-,TRANSITIVE PAST endings (here: 1SG.TR)
664,ossetic,Gram: cæu-,PASSIVE (analytical PASSIVE)
665,pacaraosquechua,Gram: -kama,"TERMINATIVE case marker ('until', 'as long as')"
666,palenquero,Gram: asé,HABITUAL
667,parthian,"Gram: kar-, kird",POTENTIAL
668,pashto,Gram: dəy,COPULA (here: 3SG M)
669,persian,"Gram: kon-, kard",CAUSATIVE
670,persian,Gram: dā-,CAUSATIVE
671,persian,Gram: ke,general subordinator
672,persian,Gram: mard,MALE
673,persian,Gram: ū,PERSONAL PRO (3rd person)
674,pimabajo,Gram: a=,AGREEMENT marker
675,pimabajo,Gram: -im,CONTINUOUS/PROGRESSIVE aspect
676,pimabajo,Gram: -ka,STATIVE suffix
677,pimabajo,Gram: tar,CAUSATIVE
678,pimabajo,Gram: -tua,CAUSATIVE
679,pimabajo,Gram: -dam,COMPLEMENTIZER
680,pimabajo,Gram: ko,inflected subordinator
681,pimabajo,Gram: ɨg,DEFINITE DETERMINER
682,pimabajo,Gram: (h)ɨmak,INDEFINITE ARTICLE 'a'
683,pimabajo,Gram: tua,EVIDENTIAL
684,pimabajo,Gram: soig,CLASSIFIER for pet POSSESSION
685,pimabajo,Gram: -(i)m,PLURAL suffix on nouns
686,pimabajo,Gram: -ga,POSSESSIVE alienable marker
687,pimabajo,Gram: -di/-r,inalienable POSSESSION
688,pimabajo,Gram: (h)ɨg,PERSONAL PRO (3rd person)
689,pimabajo,Gram: as [aš],QUOTATIVE (also: EVIDENTIAL/REPORTATIVE)
690,pimabajo,Gram: ɨbiga,RELATIVIZER
691,pimabajo,Gram: a=,MIDDLE marker
692,pimabajo,Gram: -ka,NOMINALIZER
693,pimabajo,Gram: -kam,ADJECTIVIZER
694,polish,Gram: -m,Verbal AGREEMENT
695,polish,Gram: mieć,(resultative) PERFECT
696,polish,Gram: Zostać,PASSIVE aux
697,principense,Gram: tava,PAST
698,quechuai,"Gram: -yka(:)-, -ya(:)-",PROGRESSIVE aspect
699,quechuai,Gram: waqta,behind' (SPATIAL postposition)
700,quechuai,Gram: čay,"CONJUNCTION (causal, consecutive, temporal)"
701,quechuai,Gram: ni-,COMPLEMENTIZER
702,quechuai,Gram: uma,'upper part of body (positional meaning)'
703,quechuai,Gram: huk,'same'
704,quechuai,Gram: -pita,ABLATIVE case marker
705,quechuai,Gram: -č̣aw,LOCATIVE case marker
706,quechuai,Gram: waša,behind' (SPATIAL postposition)
707,quechuai,Gram: -mu-,VENITIVE
708,quechuai,Gram: uša-,after' (TEMPORAL postposition)
709,quechuaii,Gram: -ku,PLURALIZER (for 1st and 3rd person)
710,quechuaii,Gram: ri-,INCEPTIVE derivational marker
711,quechuaii,Gram: warmi,FEMALE
712,quechuaii,Gram: -čik,(verbal) PLURAL (2nd person)
713,quechuaii,Gram: -ku,(verbal) PLURAL marker (1st and 3rd person)
714,quechuaii,Gram: runa,INDEFINITE PRON ('someone else')
715,quechuaii,Gram: čay,RELATIVIZER
716,quechuaii,Gram: -manta,ABLATIVE case marker
717,quechuaii,Gram: -sqa,NARRATIVE PAST (with a mirative overtone)
718,ratahan,Gram: mai,VENITIVE marker
719,romanian,Gram: =o (+ să),FUTURE (spoken and informal registers) (+ subjunctive complementizer)
720,romansh,Gram: ins,INDEFINITE MARKER
721,russian,Gram: -(o/e)j + V,Adjective inflection
722,russian,Gram: dat',CAUSATIVE aux
723,russian,"Gram: -i, -j",Counterfactual CONDITIONAL
724,russian,Gram: vzjat',INEXPECTATIVE (MODAL aux)
725,russian,Gram: moč',MODAL aux ('can')
726,russian,Gram: pust',HORTATIVE particle
727,russian,Gram: prixodit'sja,circumstantical MUST (acquisitive modal)
728,russian,Gram: budet,FUTURE aux
729,russian,Gram: -l,GENERAL PAST
730,russian,Gram: bylo (+ -l-),ANTIRESULTATIVE
731,russian,Gram: -sja,PASSIVE voice
732,rutul,Gram: his xujnɨ,because
733,rutul,Gram: jɨq'a,HORTATIVE
734,rutul,Gram: -si,FUTURE
735,semnani,Gram: =eš,verbal affix in PAST (here: 3SG)
736,seychellescreole,"Gram: fin, (i)n",COMPLETIVE Aspect
737,seychellescreole,Gram: pran,INSTRUMENTAL
738,seychellescreole,Gram: pran,PATIENT marker
739,seychellescreole,Gram: pourdir,COMPLEMENTIZER
740,seychellescreole,Gram: sa,FOCUS marker
741,seychellescreole,Gram: bann,PLURAL (particle)
742,seychellescreole,Gram: kanmarad,RECIPROCAL
743,seychellescreole,Gram: kot,LOCATIVE (marker)
744,seychellescreole,Gram: pou,FUTURE
745,seychellescreole,Gram: ti,PAST
746,seychellescreole,Gram: ganny,PASSIVE
747,slovak,Gram: nech,HORTATIVE aux
748,sogdian,Gram: δˀr-,TRANSITIVE PERFECT marker
749,sogdian,Gram: (ə)xu,COPULA
750,sogdian,Gram: (ə)xu,DEFINITE ARTICLE (here: M)
751,sogdian,Gram: -t,PLURAL suffix
752,sogdian,Gram: kām,FUTURE (prefix)
753,sogdian,Gram: bw-,POTENTIAL for MIDDLE voice / PASSIVE
754,sogdianmanichean,Gram: skwn,PROGRESSIVE
755,solomonislandspijin,Gram: fastaem,"'before', 'in front of'"
756,southernaymara,Gram: -nk(a),existential VERBALIZER
757,spanish,Gram: haber,PERFECT marker
758,spanish,Gram: estar,PROGRESSIVE
759,spanish,Gram: andar,motion PROGRESSIVE periphrasis
760,spanish,Gram: venir,CONTINUOUS
761,spanish,Gram: ir,CONTINUOUS
762,spanish,Gram: seguir,CONTINUOUS
763,spanish,Gram: a,DATIVE marker
764,spanish,Gram: a,marker of non-canonical Os (DOM)
765,spanish,Gram: de,PARTITIVE marker
766,spanish,Gram: hacer,CAUSATIVE
767,spanish,Gram: hacer,CAUSATIVE
768,spanish,Gram: que,COMPLEMENTIZER
769,spanish,Gram: un,INDEFINITE article  (M)
770,spanish,Gram: la,DEFINITE ARTICLE (F)
771,spanish,Gram: se,impersonal/INDEFINITE marker
772,spanish,Gram: la gente,IMPERSONAL/INDEFINITE marker
773,spanish,Gram: unum/-am,INDEFINITE ARTICLE
774,spanish,Gram: -a,feminine SINGULAR
775,spanish,Gram: haber,epistemic MODALITY
776,spanish,Gram: deber,epistemic MODALITY aux
777,spanish,Gram: -s,PLURAL
778,spanish,Gram: se,marker of the lack of control of the subject
779,spanish,Gram: de,POSSESSION marker 'of'
780,spanish,Gram: tener,POSSESSION
781,spanish,Gram: mi,prenominal determiner POSSESSIVE (clitic)
782,spanish,Gram: que,invariant RELATIVIZER
783,spanish,Gram: ir (a),FUTURE (aux)
784,spanish,Gram: acabar (de),RECENT PAST
785,spanish,Gram: se,marker of PASSIVE voice
786,spanish,Gram: ser,PASSIVE aux
787,spanish,Gram: quedar,PASSIVE-like aux
788,sranan,Gram: taki,COMPLEMENTIZER
789,sranan,Gram: a,DEFINITE ARTICLE
790,sranan,Gram: wan,INDEFINITE ARTICLE
791,sranan,Gram: tapu,SPATIAL postposition
792,srilankaportugese,Gram: -pa,ACCUSATIVE
793,tabasaran,Gram: -vuz,"AGREEMENT marker (here:2SG, dative)"
794,tabasaran,Gram: ʁ-,PERFECTIVE prefix
795,tabasaran,Gram: k'uri,COMPLEMENTIZER
796,tabasaran,Gram: -pi,derivational marker for ordinal numerals
797,tajio,Gram: =po,INCOMPLETIVE clitic
798,tajio,Gram: bua,numeral CLASSIFIER (default for objects)
799,tajio,Gram: to,RELATIVIZER
800,talyshi,Gram: =m,FOCUS
801,talyshi,Gram: ča-,GENITIVE prefix (of PRONOUNs)
802,tatjewish,Gram: =ho,COMPLEMENTIZER
803,tatjewish,Gram: omor-,PASSIVE aux
804,tatmuslim,Gram: (b-)il,HORTATIVE (IRR-leave.IMP2SG)
805,tatmuslim,Gram: ba-V(PST)-an=üm,PRESENT tense
806,ternatechabacano,Gram: hugá,RECIPROCAL
807,thai,Gram: sèt,COMPLETIVE
808,thai,Gram: yùu,CONTINUOUS
809,thai,Gram: taam,ACCORDING TO
810,thai,Gram: hâj,BENEFACTIVE (preposition)
811,thai,Gram: hâj,DATIVE
812,thai,Gram: (khâŋ)khâaŋ,beside'
813,thai,Gram: Ɂaw,INSTRUMENTAL
814,thai,Gram: tham,CAUSATIVE
815,thai,Gram: hâj,CAUSATIVE
816,thai,Gram: thy̌ŋ,'until'
817,thai,Gram: thy̌ŋ,CONCESSIVE
818,thai,Gram: maa,CONSECUTIVE
819,thai,Gram: lɛ̒Ɂ,COORDINATIVE particle
820,thai,Gram: hâj,PURPOSE
821,thai,Gram: hâj,MANNER
822,thai,Gram: hâj,COMPLEMENTIZER
823,thai,Gram: nán,DEFINITENESS
824,thai,Gram: nỳŋ,INDEFINITNESS
825,thai,Gram: lăŋ,CLASSIFIER
826,thai,Gram: lûuk,CLASSIFIER
827,thai,Gram: tua,CLASSIFIER
828,thai,Gram: khon,CLASSIFIER
