ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source
korean-modality,korean,modality,Dissatisfaction (delimiting particle) / DESIDERATIVE / PROHIBITIVE / OBLIGATION / SUGGESTIVE / POSSIBILITY / CERTAINTY / (strong) INTENTION / (tentative) INTENTION / INTENTION / OBLIGATION MODAL aux / Promissive ('sentence-ender'),,-(i)nama / -ko.siph- / -myen.an.toy- / -nun.pep.i- / -myen.toy- / -l.swu(to).iss- / thullim.eps- / -l.they- / -lkka.po- / -lye(ko)ha- / -(e)ya.ha- / -l.key,
korean-noun-classification,korean,noun-classification,CLASSIFIER (for animals!) / CLASSIFIER (handful),,mali / son,
korean-other,korean,other,Counterexpectation' ('[not] even') / Counterexpectation,,-cocha / -mace,
korean-quantification,korean,quantification,"APPROXIMATIVE quantifier ('about', 'some')",,han,
korean-valency-change,korean,valency-change,PASSIVE / PASSIVE / CAUSATIVE,,-pat- / -e.ci- / -key.ha-,
korean-verbal-categories-other,korean,verbal-categories-other,PREVENTIVE (APPREHENSIONAL) / AVERTIVE,,-lkkapwa / -l.ppen.ha-,
korean-verbal-deixis,korean,verbal-deixis,ANDATIVE (PROGRESSIVE),,-e.ka-,
korean-word-class-change,korean,word-class-change,"NOMINALIZER / NOMINALIZER (state of x [undesirable situation]), mermaid construction",,kes / cikyeng,
korean-copulaic,korean,copulaic,COPULA,,i-,
korean-possession,korean,possession,GENITIVE,,-uy,
korean-relativization,korean,relativization,RELATIVIZER (Participle-formant),,-n,
kott-agreement,kott,agreement,Verbfinal Subject AGREEMENT,,"-aŋ, -u, -toŋ, -oŋ",
kott-case-adposition,kott,case-adposition,LOCATIVE case Suffix,,-(ŋ)ha:t,
koyaga-modality,koyaga,modality,INTENTION MODAL aux,,kó,
kryz-aspect,kryz,aspect,PROGRESSIVE,,-ra ʕaǯa,
kryz-tense,kryz,tense,FUTURE,,-ija,
kryz-other,kryz,other,derivational marker for ordinal numerals,,liji,
kryz-valency-change,kryz,valency-change,CAUSATIVE aux,,vujiz,
kurdishkurmanji-definiteness,kurdishkurmanji,definiteness,INDEFINITE,,-ek,
kurdishsorani-definiteness,kurdishsorani,definiteness,DEFINITE article/marker,,-ak,
lezgian-tense,lezgian,tense,AORIST,,-na,
lezgian-word-class-change,lezgian,word-class-change,INFINITIVE,,-z,
lezgian-aspect,lezgian,aspect,PERFECT / CONTINUATIVE PRESENT / REPETITIVE,,"-nwa / -zma / q(i)-, χ(u)-, -χ-",
lezgian-definiteness,lezgian,definiteness,INDEFINITE Pronoun marker,,xajit'a꞊ni,
lezgian-valency-change,lezgian,valency-change,ANTICAUSATIVE,,xun,
lezgian-case-adposition,lezgian,case-adposition,BENEFACTIVE postposition,,pataldi,
lezgian-conjunction,lezgian,conjunction,COMPLEMENTIZER,,luhuz,
lezgian-evidential,lezgian,evidential,hearsay EVIDENTIALITY,,-lda,
lezgian-negative,lezgian,negative,reinforced negative Pronoun,,sa,
lezgian-verbal-categories-other,lezgian,verbal-categories-other,VERIFICATIVE,,(-t'a) akːʷ-,
lowersorbian-copulaic,lowersorbian,copulaic,EXISTENTIAL COPULA,,daś,
lowersorbian-modality,lowersorbian,modality,HORTATIVE,,daś,
luri-number,luri,number,PLURAL suffix,,-gal,
macedonian-definiteness,macedonian,definiteness,Enclitic ARTICLE,,-ov,
macedonian-conjunction,macedonian,conjunction,concessive (conjunction),,neka,
makassarese-definiteness,makassarese,definiteness,DEFINITE article,,-a,
manchu-verbal-categories-other,manchu,verbal-categories-other,DIRECTIONAL,,-ŋgi,
mandarin-aspect,mandarin,aspect,"PROGRESSIVE aspect marker / RESULTATIVE complement ('-finish') / PERFECTIVE suffix / sentence-final PERFECT particle / DURATIVE suffix, IMPERFECTIVE suffix / EXPERIENTIAL aspect suffix / RESULTATIVE complement / RESULTATIVE complement / RESULTATIVE (PERFECTIVE) complement",,zài < 在 > / wán < 完 > / -le <了 > / le <了 > / -zhe < 着 > / -guo < 过(過) > / dào < 到 > / jiàn < 见 > / shàng < 上 >,
mandarin-case-adposition,mandarin,case-adposition,"LOCATIVE preposition / coverb, CAUSATIVE marker, disposal marker, etc. / preposition/coverb 'until, til' / preposition/coverb 'to, for' / COMITATIVE marker / postposition or relational noun (for time/space marking) / preposition/coverb 'behind, following' (in 'gēn-zhe') / preposition/coverb 'with back to' (in 'bèi-zhe')",,zài < 在 > / bǎ < 把 > / dào < 到 > / gěi < 给 > / gēn < 跟 > / shàng < 上 > / gēn < 跟 > / bèi < 背 >,
mandarin-copulaic,mandarin,copulaic,"COPULA (& FOCUS marker, verbal anaphor 'be so')",,shì < 是 >,
mandarin-modality,mandarin,modality,"modal auxiliary (dynamic, deontic, epistemic) / modal auxiliary (dynamic, deontic, epistemic) / POTENTIAL marker",,yào < 要 > / néng < 能 > / de < 得 >,
mandarin-noun-classification,mandarin,noun-classification,numeral CLASSIFIER / numeral CLASSIFIER / numeral CLASSIFIER / numeral CLASSIFIER / general numeral CLASSIFIER,,bǎ < 把 > / shŏu < 手 > / tóu < 头 > / shēn < 身 > / gè < 个 >,
mandarin-pronoun-proverb,mandarin,pronoun-proverb,pronoun (3rd or 1st),,rén < 人 >,
mandarin-quantification,mandarin,quantification,"all, whole'",,yi <一 >,
mandarin-tense,mandarin,tense,FUTURE auxiliary / modal auxiliary (epistemic NECESSITY > FUTURE),,yào < 要 > / huì < 会(會) >,
mandarin-valency-change,mandarin,valency-change,"PASSIVE marker, coverb / CAUSATIVE, PASSIVE",,bèi < 被 > / gěi < 给 >,
mandarin-verbal-deixis,mandarin,verbal-deixis,VENITIVE DIRECTIONAL marker / VENITIVE DIRECTIONAL marker,,lái < 来 > / qù < 去 >,
mandinka-aspect,mandinka,aspect,INCOMPLETIVE marker (HABITUAL situation) / INCHOATIVE aux / PROXIMATIVE (aux verb),,kà / bòyí / làfí,
mandinka-case-adposition,mandinka,case-adposition,'except' / multifunctional postposition (e.g. INSTRUMENTAL) / 'in contact with' (postposition) / SPATIAL postposition 'under' / SPATIAL postposition ('at N's place'),,fó / lá / bálá / kɔ́rɔ́ / yǎa,
mandinka-conjunction,mandinka,conjunction,"non-finite verbal suffix (COMPLEMENTIZER of MODAL verbs) / COMPLEMENTIZER / SUBORDINATOR 'whereas' / PURPOSE (conjunction) / TEMPORAL SUBORDINATOR 'as soon as' / conjunction/preposition 'like' / saying that', 'under the pretext that', 'on the ground that' (quotative subordinator)",,-lá / kó / à yè à tàrá / ko / dóróŋ / kó / kó,
mandinka-number,mandinka,number,PLURAL suffix,,-lú,
mandinka-other,mandinka,other,INTERROGATIVE marker,,fó,
mandinka-definiteness,mandinka,definiteness,(default clitic) DETERMINER / (default clitic) DETERMINER / DEFINITE marker ('the N in question'),,=ò / =ŋ̀ / à,
mandinka-relativization,mandinka,relativization,RELATIVIZER,,"mɛ̂n, mîn",
mandinka-copulaic,mandinka,copulaic,COPULA,,yé,
mandinka-modality,mandinka,modality,INTENTION (aux verb) / OBLIGATION marker,,làfí / fó,
mandinka-possession,mandinka,possession,H-POSSESSIVE (verb) / GENITIVE (alienable) postposition,,sòtó / lá,
mandinka-quantification,mandinka,quantification,INDEFINITE determiner 'some',,dóo,
mandinka-tense,mandinka,tense,PAST,,nǔŋ,
mandinka-valency-change,mandinka,valency-change,ANTIPASSIVE /NOMINALIZER suffix / CAUSATIVE,,-rí / -ndí,
mandinka-verbal-deixis,mandinka,verbal-deixis,centripetal marker / VENITIVE (adverb),,nǎŋ / nǎŋ,
mandinka-agreement,mandinka,agreement,person AGREEMENT marker,,"ŋà, ŋá",
mandinka-verbal-categories-other,mandinka,verbal-categories-other,IMMINENCE aux 'be about to',,kó,
maninkamori-aspect,maninkamori,aspect,PERFECT predicative marker / COMPLETIVE (TAM-marker),,"bárá, bádá / bárá, bádá",
mauritiancreole-case-adposition,mauritiancreole,case-adposition,DATIVE (particle),,"avek, ek",
mian-aspect,mian,aspect,CONTINUATIVE / 'keep doing' / COMPLETIVE / PERFECTIVE,,-bi / be- / deibo᷈ / -lo,
mian-other,mian,other,SWITCH-REFERENCE / 'on' (SPATIAL/TEMPORAL),,-b / dim,
mian-tense,mian,tense,(NON-HESTERNAL) PAST / HESTERNAL PAST,,-bio / -so,
mian-pronoun-proverb,mian,pronoun-proverb,PERSONAL PRO (3rd person),,é,
mian-case-adposition,mian,case-adposition,LOCATIVE / SPATIAL marker 'in' / 'behind' (adposition),,-daa / tem / dǎang,
mian-noun-classification,mian,noun-classification,MALE (uninflected modifier) / FEMALE (uninflected modifier),,naka / unǎng,
mian-possession,mian,possession,(predicative) POSSESSION marker,,dim=o bi,
mian-valency-change,mian,valency-change,APPLICATIVE,,-ub,
mian-verbal-categories-other,mian,verbal-categories-other,QUOTATIVE,,ge,
mian-agreement,mian,agreement,SUBJ AGREEMENT (2./3.PL.) suffix,,-ib,
mian-definiteness,mian,definiteness,DEFINITE ARTICLE,,=e,
middlepersian-tense,middlepersian,tense,FUTURE,,kām-,
middlepersian-conjunction,middlepersian,conjunction,COMPLEMENTIZER,,kū,
mohawk-conjunction,mohawk,conjunction,COMPLEMENTIZER,,ne,
mohawk-definiteness,mohawk,definiteness,DEFINITE ARTICLE,,"ne, n",
mohawk-case-adposition,mohawk,case-adposition,"BENEFACTIVE (HABITUAL) / BENEFACTIVE / LOCATIVE ('in, into')",,-awi / -ni / -akon,
mohawk-evaluative,mohawk,evaluative,Augmentative,,=kó:wa,
mohawk-evidential,mohawk,evidential,EVIDENTIAL (hearsay),,ia:ken,
mohawk-modality,mohawk,modality,(internal ABILITY) modal marker,,-kwé:ni',
mohawk-valency-change,mohawk,valency-change,CAUSATIVE / APPLICATIVE / MEDIO-PASSIVE (middle voice),,-hst / hkw- / -at-,
mohawk-word-class-change,mohawk,word-class-change,derivational marker (for places),,-akon,
mohawk-number,mohawk,number,PLURAL (allomorph),,=okon'a,
mori-number,mori,number,associative PLURAL marker (with personal names and kin terms),,ondae,
nanai-negative,nanai,negative,NEG suffix,,"-e-, -a-",
nanai-verbal-categories-other,nanai,verbal-categories-other,QUOTATIVE (enclitic),,=(j)Am,
nanai-number,nanai,number,PLURAL,,"-sal, -sel",
negerhollands-aspect,negerhollands,aspect,COMPLETIVE Aspect,,kā,
negerhollands-tense,negerhollands,tense,FUTURE,,lo,
newpersian-case-adposition,newpersian,case-adposition,marker (clitic) of DEFINITE direct objects,,=rā,
newpersian-information-structure-devices,newpersian,information-structure-devices,FOCUS marker (clitic),,=rā,
newpersian-aspect,newpersian,aspect,PROXIMATIVE / PROXIMATIVE,,rav- / xwāh,
newpersian-noun-classification,newpersian,noun-classification,FEMALE,,zan,
newpersian-other,newpersian,other,INTENSIVE-REFL / “ezâfe” (clitic linking head noun to depending elements),,tan / =e,
newpersian-possession,newpersian,possession,'have',,dār-,
newpersian-tense,newpersian,tense,PRESENT tense affix / FUTURE,,mī- / xwāh,
newpersian-valency-change,newpersian,valency-change,PASSIVE (MEDIO-PASSIVE light verb),,šod,
newpersian-modality,newpersian,modality,"modal prefix, today SUBJUNCTIVE",,be-,
newpersian-number,newpersian,number,PLURAL suffix,,-hā,
newpersianafghan-aspect,newpersianafghan,aspect,CONTINUOUS,,raw-,
northjuninquechua-verbal-categories-other,northjuninquechua,verbal-categories-other,with special attention (INTENSIVE),,-y(k)u,
northjuninquechua-aspect,northjuninquechua,aspect,PERFECTIVE aspect,,"-ru, -ra",
nyigina-aspect,nyigina,aspect,PROGRESSIVE marker,,-arnda,
nyigina-case-adposition,nyigina,case-adposition,until' (postposition),,-yibur(u),
nyulnyul-aspect,nyulnyul,aspect,Change of State (Preverb) / CONTINUOUS,,"-jid / -na, -n",
nyulnyul-definiteness,nyulnyul,definiteness,INDEFINITE,,warinyjirr,
nyulnyul-identity,nyulnyul,identity,'same',,warinyjirr,
nyulnyul-possession,nyulnyul,possession,predicative POSSESSION ('have'),,-bakand,
nyulnyul-copulaic,nyulnyul,copulaic,COPULA (POSSESSIVE),,jirr,
ossetic-tense,ossetic,tense,TRANSITIVE PAST endings (here: 1SG.TR),,-t-,
ossetic-valency-change,ossetic,valency-change,PASSIVE (analytical PASSIVE),,cæu-,
pacaraosquechua-case-adposition,pacaraosquechua,case-adposition,"TERMINATIVE case marker ('until', 'as long as')",,-kama,
palenquero-aspect,palenquero,aspect,HABITUAL,,asé,
parthian-modality,parthian,modality,POTENTIAL,,"kar-, kird",
pashto-copulaic,pashto,copulaic,COPULA (here: 3SG M),,dəy,
persian-pronoun-proverb,persian,pronoun-proverb,PERSONAL PRO (3rd person),,ū,
persian-noun-classification,persian,noun-classification,MALE,,mard,
persian-valency-change,persian,valency-change,CAUSATIVE / CAUSATIVE,,"kon-, kard / dā-",
persian-conjunction,persian,conjunction,general subordinator,,ke,
pimabajo-word-class-change,pimabajo,word-class-change,NOMINALIZER / ADJECTIVIZER,,-ka / -kam,
pimabajo-conjunction,pimabajo,conjunction,inflected subordinator / COMPLEMENTIZER,,ko / -dam,
pimabajo-definiteness,pimabajo,definiteness,DEFINITE DETERMINER / INDEFINITE ARTICLE 'a',,ɨg / (h)ɨmak,
pimabajo-pronoun-proverb,pimabajo,pronoun-proverb,PERSONAL PRO (3rd person),,(h)ɨg,
pimabajo-aspect,pimabajo,aspect,CONTINUOUS/PROGRESSIVE aspect / STATIVE suffix,,-im / -ka,
pimabajo-noun-classification,pimabajo,noun-classification,CLASSIFIER for pet POSSESSION,,soig,
pimabajo-possession,pimabajo,possession,POSSESSIVE alienable marker / inalienable POSSESSION,,-ga / -di/-r,
pimabajo-valency-change,pimabajo,valency-change,CAUSATIVE / CAUSATIVE / MIDDLE marker,,tar / -tua / a=,
pimabajo-verbal-categories-other,pimabajo,verbal-categories-other,QUOTATIVE (also: EVIDENTIAL/REPORTATIVE),,as [aš],
pimabajo-evidential,pimabajo,evidential,EVIDENTIAL,,tua,
pimabajo-number,pimabajo,number,PLURAL suffix on nouns,,-(i)m,
pimabajo-agreement,pimabajo,agreement,AGREEMENT marker,,a=,
pimabajo-relativization,pimabajo,relativization,RELATIVIZER,,ɨbiga,
polish-agreement,polish,agreement,Verbal AGREEMENT,,-m,
polish-aspect,polish,aspect,(resultative) PERFECT,,mieć,
polish-valency-change,polish,valency-change,PASSIVE aux,,Zostać,
principense-tense,principense,tense,PAST,,tava,
quechuai-case-adposition,quechuai,case-adposition,ABLATIVE case marker / behind' (SPATIAL postposition) / LOCATIVE case marker / behind' (SPATIAL postposition),,-pita / waqta / -č̣aw / waša,
quechuai-aspect,quechuai,aspect,PROGRESSIVE aspect,,"-yka(:)-, -ya(:)-",
quechuai-conjunction,quechuai,conjunction,"CONJUNCTION (causal, consecutive, temporal) / COMPLEMENTIZER",,čay / ni-,
quechuai-tense,quechuai,tense,after' (TEMPORAL postposition),,uša-,
quechuai-identity,quechuai,identity,'same',,huk,
quechuai-other,quechuai,other,'upper part of body (positional meaning)',,uma,
quechuai-verbal-deixis,quechuai,verbal-deixis,VENITIVE,,-mu-,
quechuaii-case-adposition,quechuaii,case-adposition,ABLATIVE case marker,,-manta,
quechuaii-relativization,quechuaii,relativization,RELATIVIZER,,čay,
quechuaii-aspect,quechuaii,aspect,INCEPTIVE derivational marker,,ri-,
quechuaii-noun-classification,quechuaii,noun-classification,FEMALE,,warmi,
quechuaii-number,quechuaii,number,(verbal) PLURAL (2nd person) / (verbal) PLURAL marker (1st and 3rd person),,-čik / -ku,
quechuaii-pronoun-proverb,quechuaii,pronoun-proverb,INDEFINITE PRON ('someone else'),,runa,
quechuaii-agreement,quechuaii,agreement,PLURALIZER (for 1st and 3rd person),,-ku,
quechuaii-tense,quechuaii,tense,NARRATIVE PAST (with a mirative overtone),,-sqa,
ratahan-verbal-deixis,ratahan,verbal-deixis,VENITIVE marker,,mai,
romanian-tense,romanian,tense,FUTURE (spoken and informal registers) (+ subjunctive complementizer),,=o (+ să),
romansh-pronoun-proverb,romansh,pronoun-proverb,INDEFINITE MARKER,,ins,
russian-verbal-categories-other,russian,verbal-categories-other,ANTIRESULTATIVE / INEXPECTATIVE (MODAL aux),,bylo (+ -l-) / vzjat',
russian-tense,russian,tense,FUTURE aux / GENERAL PAST,,budet / -l,
russian-modality,russian,modality,MODAL aux ('can') / HORTATIVE particle / circumstantical MUST (acquisitive modal),,moč' / pust' / prixodit'sja,
russian-valency-change,russian,valency-change,CAUSATIVE aux / PASSIVE voice,,dat' / -sja,
russian-conjunction,russian,conjunction,Counterfactual CONDITIONAL,,"-i, -j",
russian-agreement,russian,agreement,Adjective inflection,,-(o/e)j + V,
rutul-tense,rutul,tense,FUTURE,,-si,
rutul-conjunction,rutul,conjunction,because,,his xujnɨ,
rutul-modality,rutul,modality,HORTATIVE,,jɨq'a,
semnani-agreement,semnani,agreement,verbal affix in PAST (here: 3SG),,=eš,
seychellescreole-tense,seychellescreole,tense,PAST / FUTURE,,ti / pou,
seychellescreole-information-structure-devices,seychellescreole,information-structure-devices,FOCUS marker,,sa,
seychellescreole-aspect,seychellescreole,aspect,COMPLETIVE Aspect,,"fin, (i)n",
seychellescreole-case-adposition,seychellescreole,case-adposition,INSTRUMENTAL / PATIENT marker / LOCATIVE (marker),,pran / pran / kot,
seychellescreole-conjunction,seychellescreole,conjunction,COMPLEMENTIZER,,pourdir,
seychellescreole-number,seychellescreole,number,PLURAL (particle),,bann,
seychellescreole-pronoun-proverb,seychellescreole,pronoun-proverb,RECIPROCAL,,kanmarad,
seychellescreole-valency-change,seychellescreole,valency-change,PASSIVE,,ganny,
slovak-modality,slovak,modality,HORTATIVE aux,,nech,
sogdian-copulaic,sogdian,copulaic,COPULA,,(ə)xu,
sogdian-aspect,sogdian,aspect,TRANSITIVE PERFECT marker,,δˀr-,
sogdian-tense,sogdian,tense,FUTURE (prefix),,kām,
sogdian-valency-change,sogdian,valency-change,POTENTIAL for MIDDLE voice / PASSIVE,,bw-,
sogdian-definiteness,sogdian,definiteness,DEFINITE ARTICLE (here: M),,(ə)xu,
sogdian-number,sogdian,number,PLURAL suffix,,-t,
sogdianmanichean-aspect,sogdianmanichean,aspect,PROGRESSIVE,,skwn,
solomonislandspijin-case-adposition,solomonislandspijin,case-adposition,"'before', 'in front of'",,fastaem,
southernaymara-word-class-change,southernaymara,word-class-change,existential VERBALIZER,,-nk(a),
spanish-number,spanish,number,PLURAL,,-s,
spanish-aspect,spanish,aspect,PROGRESSIVE / PERFECT marker / motion PROGRESSIVE periphrasis / CONTINUOUS / CONTINUOUS / CONTINUOUS,,estar / haber / andar / venir / ir / seguir,
spanish-valency-change,spanish,valency-change,PASSIVE aux / PASSIVE-like aux / CAUSATIVE / CAUSATIVE / marker of PASSIVE voice,,ser / quedar / hacer / hacer / se,
spanish-definiteness,spanish,definiteness,INDEFINITE article  (M) / IMPERSONAL/INDEFINITE marker / INDEFINITE ARTICLE / DEFINITE ARTICLE (F) / impersonal/INDEFINITE marker,,un / la gente / unum/-am / la / se,
spanish-modality,spanish,modality,epistemic MODALITY / epistemic MODALITY aux,,haber / deber,
spanish-possession,spanish,possession,POSSESSION / prenominal determiner POSSESSIVE (clitic) / POSSESSION marker 'of',,tener / mi / de,
spanish-tense,spanish,tense,FUTURE (aux) / RECENT PAST,,ir (a) / acabar (de),
spanish-noun-classification,spanish,noun-classification,feminine SINGULAR,,-a,
spanish-conjunction,spanish,conjunction,COMPLEMENTIZER,,que,
spanish-relativization,spanish,relativization,invariant RELATIVIZER,,que,
spanish-case-adposition,spanish,case-adposition,DATIVE marker / marker of non-canonical Os (DOM) / PARTITIVE marker,,a / a / de,
spanish-other,spanish,other,marker of the lack of control of the subject,,se,
sranan-definiteness,sranan,definiteness,DEFINITE ARTICLE / INDEFINITE ARTICLE,,a / wan,
sranan-case-adposition,sranan,case-adposition,SPATIAL postposition,,tapu,
sranan-conjunction,sranan,conjunction,COMPLEMENTIZER,,taki,
srilankaportugese-case-adposition,srilankaportugese,case-adposition,ACCUSATIVE,,-pa,
tabasaran-conjunction,tabasaran,conjunction,COMPLEMENTIZER,,k'uri,
tabasaran-other,tabasaran,other,derivational marker for ordinal numerals,,-pi,
tabasaran-agreement,tabasaran,agreement,"AGREEMENT marker (here:2SG, dative)",,-vuz,
tabasaran-aspect,tabasaran,aspect,PERFECTIVE prefix,,ʁ-,
tajio-aspect,tajio,aspect,INCOMPLETIVE clitic,,=po,
tajio-noun-classification,tajio,noun-classification,numeral CLASSIFIER (default for objects),,bua,
tajio-relativization,tajio,relativization,RELATIVIZER,,to,
talyshi-information-structure-devices,talyshi,information-structure-devices,FOCUS,,=m,
talyshi-possession,talyshi,possession,GENITIVE prefix (of PRONOUNs),,ča-,
tatjewish-conjunction,tatjewish,conjunction,COMPLEMENTIZER,,=ho,
tatjewish-valency-change,tatjewish,valency-change,PASSIVE aux,,omor-,
tatmuslim-tense,tatmuslim,tense,PRESENT tense,,ba-V(PST)-an=üm,
tatmuslim-modality,tatmuslim,modality,HORTATIVE (IRR-leave.IMP2SG),,(b-)il,
ternatechabacano-pronoun-proverb,ternatechabacano,pronoun-proverb,RECIPROCAL,,hugá,
thai-case-adposition,thai,case-adposition,"preposition/coverb meaning 'in the function of, as' / ACCORDING TO / BENEFACTIVE (preposition) / DATIVE / beside' / INSTRUMENTAL / behind' / ALLATIVE / Coverb/preposition indicating DIRECTION to GOAL near speaker / SPATIAL:ALONG/PATH / preposition (indication DIRECTION to GOAL away from speaker) / ALLATIVE (preposition) / ABLATIVE (preposition) / LOCATIVE marker (relational noun)",,pen / taam / hâj / hâj / (khâŋ)khâaŋ / Ɂaw / lăŋ / thy̌ŋ / maa / taam / paj / Ɂɔ̀ɔk / càak / khâŋ,
thai-modality,thai,modality,ABILITY (in terms of LEARNED ABILITY) / ABILITY / PERMISSIVE / POSSIBILITY / 'succeed',,pen / dâj / dâj / dâj / dâj,
thai-definiteness,thai,definiteness,DEFINITENESS / INDEFINITNESS,,nán / nỳŋ,
thai-conjunction,thai,conjunction,earlier' / 'until' / CONCESSIVE / CONSECUTIVE / COORDINATIVE particle / PURPOSE / MANNER / COMPLEMENTIZER,,lăŋ / thy̌ŋ / thy̌ŋ / maa / lɛ̒Ɂ / hâj / hâj / hâj,
thai-noun-classification,thai,noun-classification,CLASSIFIER / CLASSIFIER / CLASSIFIER / CLASSIFIER,,lăŋ / lûuk / tua / khon,
thai-tense,thai,tense,after' / TEMPORAL reference / PAST,,lăŋ / maa / dâj,
thai-aspect,thai,aspect,COMPLETIVE / CONTINUOUS,,sèt / yùu,
thai-possession,thai,possession,POSSESSION marker,,khɔ̌ɔŋ,
thai-valency-change,thai,valency-change,CAUSATIVE / CAUSATIVE,,tham / hâj,
thai-verbal-categories-other,thai,verbal-categories-other,QUOTATIVE marker,,wâa,
thai-verbal-deixis,thai,verbal-deixis,VENITIVE (DIRECTIONAL verb) / ANDATIVE (DIRECTIONAL verb),,maa / paj,
tokpisin-aspect,tokpisin,aspect,PROGRESSIVE,,i stap,
tokpisin-number,tokpisin,number,PLURAL,,ol,
tokpisin-possession,tokpisin,possession,GENITIVE marker ('of'),,bilong,
tokpisin-tense,tokpisin,tense,FUTURE,,bai,
tsakhur-definiteness,tsakhur,definiteness,INDEFINITE Pronoun marker (here: gender IV),,-xe-d,
tsakhur-modality,tsakhur,modality,OBLIGATION (here: gender IV),,-s꞊od,
tsakhur-valency-change,tsakhur,valency-change,CAUSATIVE,,"-haʔas, -aʔas",
tswana-aspect,tswana,aspect,"do something usually' / be still doing something' (aux) / do something continually', or 'be still doing something' / CONTINUATIVE aux / HABITUAL aux ('do something often, or in great quantity') / REPETITIVE aux / have ceased doing something' [TERMINATIVE aux] / CONTINUATIVE aux 'continue to do something' / have eventually done something' (aux) / 'be already doing something' / do something continually' / do something continually' / do something continually'",,nà lɩ́- / ńná / ńtsé / áχá / àtìsà / bʊ́á / χá...tɬhɔ̀lɩ́ / nàmà / nàmílé / sétsɩ́ / tɬhɔ̀là / tsàmàjà / tshɩ́lá,
tswana-case-adposition,tswana,case-adposition,"CAUSATOR preposition (marking agent in PASSIVEs) / 'since' / 'regarding' / LOCATIVE prefix / INSTRUMENTAL preposition / 'according to' / LOCATIVE preposition / LOCATIVE suffix / LOCATIVE preposition / 'from' / 'from' / 'from' / behind (preposition) / 'except' / 'except, instead' / LOCATIVE prefix",,kɩ́ / (fá) ɩ́sàlɩ́ / fá !ɩ́lɩ́ / χʊ́- / ká / go ya ka [χʊ̀-jà ká] / fá / -ŋ̀ / morago [mʊ̀ráχʊ́] / go simolola [χʊ̀ -símʊ́lʊ́là] / go tloga [χʊ̀-tɬʊ̀χà] / go tswa [χʊ̀-tswà] / morago [mʊ̀ráχʊ́] / fá !ɩ́sɩ́ / ɩ́sɩ̀ŋ́ / χá-,
tswana-modality,tswana,modality,be obliged to do something' (aux) / POTENTIAL marker / NECESSITY aux ('need to do something') / be obliged to do something / INTENTION (aux),,nà lɩ́- / -ká / bàtɬà / tshwánétsɩ́ / rátá [rátá],
tswana-negative,tswana,negative,never do something' [NEGATIVE aux] / NEGATION aux / NEGATION (prefix),,χà...ńnɩ́ / χáná / -sɩ̀,
tswana-other,tswana,other,noun-modifier LINKER in counting constructions / noun-modifier LINKER,,lɩ́ / jó,
tswana-tense,tswana,tense,"have done something long ago, or for the last time' / have done something in the PAST year' [PAST aux] / have done something the day before' [RECENT PAST aux] / have just done something' / do something during the next year' / do something before the end of the day' / do something the next day' / have done something in the morning'",,sàlɩ́ / díkílé / létsɩ́ / sátswá / tɬàà-díká / tɬàà-lálá / tɬàà-tsʊ́χá / tsʊ́χílé,
tswana-conjunction,tswana,conjunction,"CONDITIONAL CONJUNCTION (when, if) / after (preposition) / COMPLEMENTIZER / since, as / until / PURPOSIVE (subordinator?) 'so that' / conjunctions expressing sequentiality ('and then') / conjunction expressing simultaneity / CAUSE (conjunction) / CONSECUTIVE (aux )",,fá / morago [mʊ̀ráχʊ́] / χʊ̀rɩ̀ / ká / χʊ̀fìtɬhɛ̀là / χʊ̀rɩ̀ / tɬà / ɛ́tá / ka gore [ká χʊ́rɩ̀] / -tla [tɬà],
tswana-evaluative,tswana,evaluative,DIMINUTIVE (derivational suffix),,-ana,
tswana-identity,tswana,identity,'other',,ngwe [ŋʷɩ̀],
tswana-quantification,tswana,quantification,some (determiner),,ngwe [ŋʷɩ̀],
tswana-verbal-categories-other,tswana,verbal-categories-other,do something unexpectedly' / IMMINENCE aux ('seem to be about to do something') / have nearly done something' [aux] / IMMINENCE aux ('seem to be about to do something') / have nearly done something' / have nearly done something' / be close to doing something' / be close to doing something' / seem to be close to do something' / be close to doing something' / AVERTIVE (aux),,tshʊ̀χànà / bàtɬà / bàtɬílé / lʊ̀sètsà / rátílé / sɩ́ŋ́kílé / tɬʊ̀χà / tsàmàɛ̀là / tsìlé / jà / rátá [rátá],
tswana-number,tswana,number,plain PLURAL marker (human),,bó-,
tswana-possession,tswana,possession,GENITIVE LINKER (person names & kinship terms),,-áχá-,
tswana-relativization,tswana,relativization,relative verb form marker,,-ŋ́,
tundranenets-tense,tundranenets,tense,PAST,,-e-sy⁰,
tundranenets-word-class-change,tundranenets,word-class-change,"""finite morphem"", marker of finite conjugation",,-e-,
tundranenets-pronoun-proverb,tundranenets,pronoun-proverb,PRONOUN (Stem) ACCUSATIVE / Personal Pro (3SG),,syiq- / pida,
tundranenets-number,tundranenets,number,nominal DUAL,,-q,
tundranenets-agreement,tundranenets,agreement,"""objective conjugation"" (used with topicalized objects)",,-w⁰,
tundranenets-modality,tundranenets,modality,IMPERATIVE (2SG),,-q,
tuscarora-definiteness,tuscarora,definiteness,DEFINITE ARTICLE,,ha',
udi-modality,udi,modality,internal + external POSSIBILITY aux / reinforced HORTATIVE / PERMISSIVE,,baksun / ek-i / barta,
