ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source,Type
9018-kic-sci-desiderativemood-s,even,attempt,(*)kič-,,,,
9018-kic-sci-desiderativemood-t,even,desiderativemood,-sči-,,,,
9005-ba-ba-bnecessitynegative-s,even,belazy,ba-,,,,
9005-ba-ba-bnecessitynegative-t,even,bnecessitynegative,ba-,,,,
9013-duug-ndu-classifier-s,even,house,d'uu(g),,,,
9013-duug-ndu-classifier-t,even,classifier,-ndu,,,,
9014-ugan-noan-personalpronoun-s,even,man,*ŋuga(-n),,,,
9014-ugan-noan-personalpronoun-t,even,personalpronoun,noŋan,,,,
9023-di-di-future-s,even,go,d'i-,,,,
9023-di-di-future-t,even,future,-d'i-,,,,
9003-bu-wm-passive-s,even,give,bu-,,,,
9003-bu-wm-passive-t,even,passive,"-w-, -m-",,,,
9015-wgun-wkan-causative-s,even,say,(-w) gun,,,,
9015-wgun-wkan-causative-t,even,causative,-wkAn,,,,
9004-ngene-ne-venitive-s,even,go,ngene,,,,
9004-ngene-ne-venitive-t,even,venitive,-ne-,,,,
9008-l-l-plural-s,even,collectivenumber,-l,,,,
9008-l-l-plural-t,even,plural,-l,,,,
9002-bi-wubu-agreement-s,even,personalpronoun,bi,,,,
9002-bi-wubu-agreement-t,even,agreement,"-w,-u,-bu",,,,
9022-bi-m-agreement-s,even,personalpronoun,bi,,,,
9022-bi-m-agreement-t,even,agreement,-m,,,,
9019-ka-ka-preventive-s,even,past,-kA,,,,
9019-ka-ka-preventive-t,even,preventive,-k(A),,,,
9007-soo-soo-attenuativeaspect-s,evenki,become,(-s) oo-,,,,
9007-soo-soo-attenuativeaspect-t,evenki,attenuativeaspect,-soo-,,,,
13024-lexi-lie-epossibility-s,finnish,copula,*lex/i-,,,,
13024-lexi-lie-epossibility-t,finnish,epossibility,lie-,,,,
13022-saxikka-saakka-untilcaseconjunction-s,finnish,get,*sax/i(-kka),,,,
13022-saxikka-saakka-untilcaseconjunction-t,finnish,untilcaseconjunction,saa(-kka),,,,
13028-sisa-ssa-inspatial-s,finnish,innerpartbody,*sisä,,,,
13028-sisa-ssa-inspatial-t,finnish,inspatial,-ssA (?),,,,
13027-vkti-yksi-indefinite-s,finnish,one,*Vkti,,,,
13027-vkti-yksi-indefinite-t,finnish,indefinite,yksi,,,,
13026-kv-ko-squestion-s,finnish,wquestion,*kV,,,,
13026-kv-ko-squestion-t,finnish,squestion,=kO,,,,
13007-i-i-conditionalconjunction-s,finnish,past,-i-,,,,
13007-i-i-conditionalconjunction-t,finnish,conditionalconjunction,-i,,,,
13002-tatta-tatta-verbalizer-s,finnish,causative,"*-ta-, *-t.ta-",,,,
13002-tatta-tatta-verbalizer-t,finnish,verbalizer,"-ta-, -t.ta-",,,,
13005-mpa-mpa-comparativecase-s,finnish,nominalizer,(-m)-pa,,,,
13005-mpa-mpa-comparativecase-t,finnish,comparativecase,-mpa,,,,
13011-k--imperative-s,finnish,nominalizer,*-k,,,,
13011-k--imperative-t,finnish,imperative,< -' >,,,,
13003-ta-aa-infinitive-s,finnish,nominalizer,-ta,,,,
13003-ta-aa-infinitive-t,finnish,infinitive,"-a, -ä",,,,
13004-ki-ke-adjectivizer-s,finnish,nominalizer,-ki-,,,,
13004-ki-ke-adjectivizer-t,finnish,adjectivizer,-ke-,,,,
21039-allons-allons-hortative-s,french,go,allons,,,,
21039-allons-allons-hortative-t,french,hortative,allons,,,,
21042-homo-on-indefinitepronoun-s,french,man,homo,,,,
21042-homo-on-indefinitepronoun-t,french,indefinitepronoun,on,,,,
17009-lag-lel-ergative-s,garhwali,touchliebeplaced,lag,,,,
17009-lag-lel-ergative-t,garhwali,ergative,le/-l,,,,
17011-vrt-batibat-ablativespatial-s,garhwali,turn,vr̥t,,,,
17011-vrt-batibat-ablativespatial-t,garhwali,ablativespatial,"bāt̩i, bāt̩",,,,
17040-bal-bal-quotative-s,garhwali,speak,bal,,,,
17040-bal-bal-quotative-t,garhwali,quotative,bal,,,,
4008-zu-zu-infinitive-s,german,purposecase,zu,,,,
4008-zu-zu-infinitive-t,german,infinitive,zu,,,,
4009-das-dass-complementizer-s,german,demonstrative,das,,,,
4009-das-dass-complementizer-t,german,complementizer,dass,,,,
4002-der-der-definite-s,german,demonstrative,der,,,,
4002-der-der-definite-t,german,definite,der,,,,
4011-der-der-relativizer-s,german,demonstrative,der,,,,
4011-der-der-relativizer-t,german,relativizer,der,,,,
4018-eins-ein-indefinite-s,german,one,eins,,,,
4018-eins-ein-indefinite-t,german,indefinite,ein,,,,
4006-wurde-wurde-subjunctive-s,german,become,würde,,,,
4006-wurde-wurde-subjunctive-t,german,subjunctive,würde,,,,
4013-doch-doch-modalsharedknowledge-s,german,however,doch,,,,
4013-doch-doch-modalsharedknowledge-t,german,modalsharedknowledge,doch,,,,
4015-kriegen-kriegen-succeed-s,german,get,kriegen,,,,
4015-kriegen-kriegen-succeed-t,german,succeed,kriegen,,,,
4016-mann-mann-exclamation-s,german,man,Mann,,,,
4016-mann-mann-exclamation-t,german,exclamation,Mann,,,,
4017-mann-man-indefinitepronoun-s,german,man,Mann,,,,
4017-mann-man-indefinitepronoun-t,german,indefinitepronoun,man,,,,
4019-eins-einer-indefinitepronoun-s,german,one,eins,,,,
4019-eins-einer-indefinitepronoun-t,german,indefinitepronoun,ein(-er),,,,
4004-gethaben-gethaben-past-s,german,have,(ge-...-t +) haben,,,,
4004-gethaben-gethaben-past-t,german,past,(ge-...-t) haben,,,,
4005-werden-werden-future-s,german,become,werden,,,,
4005-werden-werden-future-t,german,future,werden,,,,
4003-getwerden-getwerden-passive-s,german,become,(ge-...-t +) werden,,,,
4003-getwerden-getwerden-passive-t,german,passive,(ge-...-t) werden,,,,
4014-bekommen-bekommen-passive-s,german,get,bekommen,,,,
4014-bekommen-bekommen-passive-t,german,passive,bekommen,,,,
4020-sie-sie-honorific-s,german,personalpronoun,sie,,,,
4020-sie-sie-honorific-t,german,honorific,Sie,,,,
4012-wo-wo-subordinator-s,german,wquestion,wo,,,,
4012-wo-wo-subordinator-t,german,subordinator,wo,,,,
4010-welcher-welcher-relativizer-s,german,wquestion,welcher,,,,
4010-welcher-welcher-relativizer-t,german,relativizer,welcher,,,,
4007-zu-zu-purposeconjunction-s,german,allative,zu,,,,
4007-zu-zu-purposeconjunction-t,german,purposeconjunction,zu,,,,
4001-von-von-apossessive-s,german,ablativespatial,von,,,,
4001-von-von-apossessive-t,german,apossessive,von,,,,
4021-sich-sich-anticausative-s,german,reflexive,sich,,,,
4021-sich-sich-anticausative-t,german,anticausative,sich,,,,
10011-ma-mwen-personalpronoun-s,guadelopeancreole,possessivepronoun,ma,,,,
10011-ma-mwen-personalpronoun-t,guadelopeancreole,personalpronoun,mwen,,,,
10004-outro-utru-indefinite-s,guineabissaukriyol,other,outro,,,,
10004-outro-utru-indefinite-t,guineabissaukriyol,indefinite,utru,,,,
10032-compagnon-kompannyen-reciprocalpronoun-s,guyanais,companion,compagnon,,,,
10032-compagnon-kompannyen-reciprocalpronoun-t,guyanais,reciprocalpronoun,kompannyen,,,,
10024-etreapres-ap-progressive-s,haitiancreole,nearabouttodo,(etre) après,,,,
10024-etreapres-ap-progressive-t,haitiancreole,progressive,ap,,,,
10027-connaitre-konn-habitual-s,haitiancreole,know,connaitre,,,,
10027-connaitre-konn-habitual-t,haitiancreole,habitual,konn,,,,
10002-la-la-definite-s,haitiancreole,there,la,,,,
10002-la-la-definite-t,haitiancreole,definite,=la,,,,
10040-eux-yo-plural-s,haitiancreole,personalpronoun,eux,,,,
10040-eux-yo-plural-t,haitiancreole,plural,yo,,,,
17030-ki-ki-or-s,hindi,complementizer,ki,,,,
17030-ki-ki-or-t,hindi,or,ki,,,,
17009-santo-se-ablativespatial-s,hindi,copula,santo,,,,
17009-santo-se-ablativespatial-t,hindi,ablativespatial,se,,,,
17025-hona-hona-dnecessity-s,hindi,copula,honā,,,,
17025-hona-hona-dnecessity-t,hindi,dnecessity,honā,,,,
17013-hona-hona-middle-s,hindi,copula,honā,,,,
17013-hona-hona-middle-t,hindi,middle,honā,,,,
17019-rahna-rahna-durative-s,hindi,stay,rahnā,,,,
17019-rahna-rahna-durative-t,hindi,durative,rahnā,,,,
17019-rahna-rahna-progressive-s,hindi,stay,rahnā,,,,
17019-rahna-rahna-progressive-t,hindi,progressive,rahnā,,,,
17020-karna-karna-habitual-s,hindi,do,karnā,,,,
17020-karna-karna-habitual-t,hindi,habitual,karnā,,,,
17021-cuka-cukna-egressive-s,hindi,payoff,cukā,,,,
17021-cuka-cukna-egressive-t,hindi,egressive,cuknā,,,,
17022-lagna-lagna-changeofstate-s,hindi,touch,lagnā,,,,
17022-lagna-lagna-changeofstate-t,hindi,changeofstate,lagnā,,,,
17009-kaksa-ko-recipientcase-s,hindi,armpitsideplace,kaks̩a,,,,
17009-kaksa-ko-recipientcase-t,hindi,recipientcase,ko,,,,
17009-kaksa-ko-patientcase-s,hindi,armpitsideplace,kaks̩a,,,,
17009-kaksa-ko-patientcase-t,hindi,patientcase,ko,,,,
17010-karna-ne-ergative-s,hindi,ear,karn̩a,,,,
17010-karna-ne-ergative-t,hindi,ergative,ne,,,,
17012-dvara-dvara-agentcase-s,hindi,door,dvāra,,,,
17012-dvara-dvara-agentcase-t,hindi,agentcase,dvārā,,,,
17041-parsva-pas-sidecase-s,hindi,side,parśva,,,,
17041-parsva-pas-sidecase-t,hindi,sidecase,pās,,,,
17031-pristi-picche-behind-s,hindi,backbodypart,priṣṭi,,,,
17031-pristi-picche-behind-t,hindi,behind,pīcche,,,,
17038-karna-karke-subordinator-s,hindi,do,karnā,,,,
17038-karna-karke-subordinator-t,hindi,subordinator,"-kar, -ke",,,,
17007-atmana-apni-focus-s,hindi,soulbodycentre,atmāna,,,,
17007-atmana-apni-focus-t,hindi,focus,apnī,,,,
17024-parna-parna-dnecessity-s,hindi,fall,paṛnā,,,,
17024-parna-parna-dnecessity-t,hindi,dnecessity,paṛnā,,,,
17026-sakna-sakna-dpossibility-s,hindi,power,śak (-nā),,,,
17026-sakna-sakna-dpossibility-t,hindi,dpossibility,saknā,,,,
17027-pana-pana-epossibility-s,hindi,get,pānā,,,,
17027-pana-pana-epossibility-t,hindi,epossibility,pānā,,,,
17028-ana-ana-pipossibility-s,hindi,come,ānā,,,,
17028-ana-ana-pipossibility-t,hindi,pipossibility,ānā,,,,
17039-cahna-cahie-dnecessity-s,hindi,want,cāhnā,,,,
17039-cahna-cahie-dnecessity-t,hindi,dnecessity,cāhie,,,,
17008-krta-ka-apossessive-s,hindi,do,kr̥ta,,,,
17008-krta-ka-apossessive-t,hindi,apossessive,kā,,,,
17006-atmana-ap-honorific-s,hindi,soulbodycentre,atmāna,,,,
17006-atmana-ap-honorific-t,hindi,honorific,āp,,,,
17018-gaa-ga-future-s,hindi,go,gaa,,,,
17018-gaa-ga-future-t,hindi,future,-gā,,,,
17004-atmana-apne-reflexive-s,hindi,soulbodycentre,atmāna,,,,
17004-atmana-apne-reflexive-t,hindi,reflexive,apne,,,,
17016-jana-jana-passive-s,hindi,go,jānā,,,,
17016-jana-jana-passive-t,hindi,passive,jānā,,,,
17014-karna-karna-causative-s,hindi,do,karnā,,,,
17014-karna-karna-causative-t,hindi,causative,karnā,,,,
17015-dena-dena-causative-s,hindi,give,denā,,,,
17015-dena-dena-causative-t,hindi,causative,denā,,,,
17032-tavat-to-consecutiveconjunction-s,hindi,then,tāvat,,,,
17032-tavat-to-consecutiveconjunction-t,hindi,consecutiveconjunction,to,,,,
17033-tavat-to-topic-s,hindi,then,tāvat,,,,
17033-tavat-to-topic-t,hindi,topic,to,,,,
17034-tavat-to-correlative-s,hindi,then,tāvat,,,,
17034-tavat-to-correlative-t,hindi,correlative,to,,,,
2009-apiape-wi-plural-s,hoocak,comitative,"*-(a)pi, *-(a)pe",,,,
2009-apiape-wi-plural-t,hoocak,plural,-wi,,,,
2018-hakhak-hakhak-durative-s,hoocak,copula,"=(h)ak, =(h)ąk",,,,
2018-hakhak-hakhak-durative-t,hoocak,durative,=(h)ak/=(h)ąk,,,,
2019-uuke-ke-frequentative-s,hoocak,copula,*'ųų(*-ke),,,,
2019-uuke-ke-frequentative-t,hoocak,frequentative,=ke,,,,
2016-uu-u-subordinator-s,hoocak,copula,'ųų,,,,
2016-uu-u-subordinator-t,hoocak,subordinator,='ų,,,,
2013-hee-he-durative-s,hoocak,demonstrative,*he(e),,,,
2013-hee-he-durative-t,hoocak,durative,-he,,,,
2021-kaa-ga-female-s,hoocak,demonstrative,*kaa,,,,
2021-kaa-ga-female-t,hoocak,female,=ga,,,,
2002-ya-ra-definite-s,hoocak,topic,*ya,,,,
2002-ya-ra-definite-t,hoocak,definite,=ra,,,,
2010-wakwaakwi-waagawaagawi-agreement-s,hoocak,man,"*wąk, *wąąk (-wi)",,,,
2010-wakwaakwi-waagawaagawi-agreement-t,hoocak,agreement,"wąągá-, wąągá-...-wi",,,,
2012-ru-ru-instrumental-s,hoocak,take,*ru,,,,
2012-ru-ru-instrumental-t,hoocak,instrumental,ru-,,,,
2008-eeja-eeja-locative-s,hoocak,there,'eeja,,,,
2008-eeja-eeja-locative-t,hoocak,locative,eeja,,,,
2003-hizakira-hiza-indefinite-s,hoocak,one,hižąkira,,,,
2003-hizakira-hiza-indefinite-t,hoocak,indefinite,=(h)ižą,,,,
2001-yike-nikik-diminutive-s,hoocak,child,*yį́kE,,,,
2001-yike-nikik-diminutive-t,hoocak,diminutive,"=nįk, =įk",,,,
2020-wihe-wi-female-s,hoocak,woman,*wįhe,,,,
2020-wihe-wi-female-t,hoocak,female,-wį,,,,
2014-asi-zi-focus-s,hoocak,copulanegative,*aši,,,,
2014-asi-zi-focus-t,hoocak,focus,=ži,,,,
2005-kaa-ga-subordinator-s,hoocak,distalspatial,*kaa,,,,
2005-kaa-ga-subordinator-t,hoocak,subordinator,=ga,,,,
2006-ree-re-imperative-s,hoocak,proximalspatial,*Ree,,,,
2006-ree-re-imperative-t,hoocak,imperative,=re,,,,
2011-ee-ee-personalpronoun-s,hoocak,distalspatial,*ee,,,,
2011-ee-ee-personalpronoun-t,hoocak,personalpronoun,'ee,,,,
2004-see-zese-quotative-s,hoocak,medialspatial,*šee,,,,
2004-see-zese-quotative-t,hoocak,quotative,=že/=še,,,,
2007-ree-re-adverbializer-s,hoocak,proximalspatial,*Ree,,,,
2007-ree-re-adverbializer-t,hoocak,adverbializer,=re,,,,
2015-ki-gi-topic-s,hoocak,locative,*-ki,,,,
2015-ki-gi-topic-t,hoocak,topic,=gi,,,,
1002-kaq-kaka-definite-s,huanca,copula,ka(-q),,,,
1002-kaq-kaka-definite-t,huanca,definite,"-kaʔ, -ka:",,,,
13001-na-vn-upspatial-s,hungarian,locative,*-na,,,,
13001-na-vn-upspatial-t,hungarian,upspatial,-(V)n,,,,
13025-v-az-definite-s,hungarian,demonstrative,*V,,,,
13025-v-az-definite-t,hungarian,definite,a/z,,,,
13014-bel-bel-inside-s,hungarian,intestines,bel-,,,,
13014-bel-bel-inside-t,hungarian,inside,bel-,,,,
13018-kor-kor-temporalmarker-s,hungarian,timeepoch,kor,,,,
13018-kor-kor-temporalmarker-t,hungarian,temporalmarker,=kor,,,,
13008-fog-fog-future-s,hungarian,grasptake,fog,,,,
13008-fog-fog-future-t,hungarian,future,fog,,,,
21036-andare-andare-changeofstate-s,italian,go,andare,,,,
21036-andare-andare-changeofstate-t,italian,changeofstate,andare,,,,
21038-andare-andare-habitual-s,italian,go,andare,,,,
21038-andare-andare-habitual-t,italian,habitual,andare,,,,
21029-arrivare-arrivare-succeed-s,italian,arrive,arrivare,,,,
21029-arrivare-arrivare-succeed-t,italian,succeed,arrivare,,,,
21030-arrivare-arrivare-pipossibility-s,italian,arrive,arrivare,,,,
21030-arrivare-arrivare-pipossibility-t,italian,pipossibility,arrivare,,,,
21034-facere-fare-proverb-s,italian,do,facere,,,,
21034-facere-fare-proverb-t,italian,proverb,fare,,,,
21040-hince-ci-personalpronoun-s,italian,here,hinc(e),,,,
21040-hince-ci-personalpronoun-t,italian,personalpronoun,ci,,,,
21048-vedersi-vedersiv-passive-s,italian,see,veder(=si),,,,
21048-vedersi-vedersiv-passive-t,italian,passive,veder-si (+V),,,,
21027-quando-quando-subordinator-s,italian,wquestion,quando,,,,
21027-quando-quando-subordinator-t,italian,subordinator,quando,,,,
21026-dove-dove-relativizer-s,italian,wquestion,dove,,,,
21026-dove-dove-relativizer-t,italian,relativizer,dove,,,,
21032-ille-luiegli-personalpronoun-s,italian,distalspatial,ille,,,,
21032-ille-luiegli-personalpronoun-t,italian,personalpronoun,"lui, egli",,,,
10020-been-wehn-past-s,jamaican,copula,been,,,,
10020-been-wehn-past-t,jamaican,past,wehn,,,,
16019-apu-apu-conditionalconjunction-s,japhug,copula,(a-pɯ-)ŋu,,,,
16019-apu-apu-conditionalconjunction-t,japhug,conditionalconjunction,apɯŋu,,,,
16003-ppun-ppun-topic-s,japhug,copula,pɯpɯŋunɤ,,,,
16003-ppun-ppun-topic-t,japhug,topic,pɯpɯŋunɤ,,,,
16020-u-u-focus-s,japhug,copula,ŋu,,,,
16020-u-u-focus-t,japhug,focus,ŋu,,,,
16015-nnda-nunda-causeconjunction-s,japhug,demonstrative,(nɯ +) (ɯ-)ndʐa,,,,
16015-nnda-nunda-causeconjunction-t,japhug,causeconjunction,núndʐa,,,,
16021-n-n-personalpronoun-s,japhug,demonstrative,nɯ,,,,
16021-n-n-personalpronoun-t,japhug,personalpronoun,nɯ,,,,
16002-ki-ki-recipientcase-s,japhug,side,(ɯ-)ɕki,,,,
16002-ki-ki-recipientcase-t,japhug,recipientcase,ɯ-ɕki,,,,
16023-rca-rca-comitative-s,japhug,follow,(ɯ-)rca,,,,
16023-rca-rca-comitative-t,japhug,comitative,ɯ-rca,,,,
16013-spa-spa-purposeconjunction-s,japhug,matter,(ɯ-)spa,,,,
16013-spa-spa-purposeconjunction-t,japhug,purposeconjunction,ɯspa,,,,
16014-nmga-nmga-purposeconjunction-s,japhug,do,nɯmga,,,,
16014-nmga-nmga-purposeconjunction-t,japhug,purposeconjunction,nɯmga,,,,
16018-tp-p-diminutive-s,japhug,child,tɤ-pɯ,,,,
16018-tp-p-diminutive-t,japhug,diminutive,-pɯ,,,,
16016-ja-o-intensifier-s,japhug,say,*jaŋ,,,,
16016-ja-o-intensifier-t,japhug,intensifier,-ʑo,,,,
16024-trme-trme-indefinitepronoun-s,japhug,man,tɯrme,,,,
16024-trme-trme-indefinitepronoun-t,japhug,indefinitepronoun,tɯrme,,,,
16017-wja--reflexive-s,japhug,body,(*wə-)*jaŋ,,,,
16017-wja--reflexive-t,japhug,reflexive,-ʑɣɤ-,,,,
16022-szu-szu-causative-s,japhug,do,(sɯ-)βzu,,,,
16022-szu-szu-causative-t,japhug,causative,sɯβzu,,,,
16005-rcan-rcan-mirative-s,japhug,together,(ɯ-)rca (+ nɯ),,,,
16005-rcan-rcan-mirative-t,japhug,mirative,rcanɯ,,,,
16006-e-sz-andative-s,japhug,go,ɕe,,,,
16006-e-sz-andative-t,japhug,andative,"ɕɯ-, ɕ-, s-, z-",,,,
16007-i--cislocative-s,japhug,come,ɣi,,,,
16007-i--cislocative-t,japhug,cislocative,ɣɯ-,,,,
16012-me-me-or-s,japhug,existnegative,me,,,,
16012-me-me-or-t,japhug,or,me,,,,
16001-qnis-ni-dual-s,japhug,two,*qnis,,,,
16001-qnis-ni-dual-t,japhug,dual,=ni,,,,
16009-ppj-ppj-imperfective-s,japhug,down,"pɯ-, pjɤ-",,,,
16009-ppj-ppj-imperfective-t,japhug,imperfective,"pɯ-, pjɤ-",,,,
16004-jiqha-jiqha-topic-s,japhug,beforetemporal,jiɕqha,,,,
16004-jiqha-jiqha-topic-t,japhug,topic,jiɕqha,,,,
16010---evidentialdirect-s,japhug,andative,ɲɯ-,,,,
16010---evidentialdirect-t,japhug,evidentialdirect,ɲɯ-,,,,
16011-ku-ku-evidentialegophoric-s,japhug,venitive,ku-,,,,
16011-ku-ku-evidentialegophoric-t,japhug,evidentialegophoric,ku-,,,,
16008-r-r-antipassive-s,japhug,verbalizer,rɤ-,,,,
16008-r-r-antipassive-t,japhug,antipassive,rɤ-,,,,
10037-amulu-amulu-causative-s,jubaarabic,make,amulu,,,,
10037-amulu-amulu-causative-t,jubaarabic,causative,amulu,,,,
18002-ta-ta-apossessive-s,jula,propietivepronoun,tá,,,,
18002-ta-ta-apossessive-t,jula,apossessive,tá,,,,
14021-du-du-agreement-s,ket,agreement,du-,,,,
14021-du-du-agreement-t,ket,agreement,-du,,,,
14010-j-j-agreement-s,ket,resultativeaspect,*-jə,,,,
14010-j-j-agreement-t,ket,agreement,-jə,,,,
14013-i-i-iterative-s,ket,perfective,-iŋ,,,,
14013-i-i-iterative-t,ket,iterative,-iŋ,,,,
14015-si-sim-conditionalconjunction-s,ket,perfective,(*si-)ŋʷ,,,,
14015-si-sim-conditionalconjunction-t,ket,conditionalconjunction,sim,,,,
14014-qaj-qan-optative-s,ket,perfective,(*qa-)*ŋʷ (*-j),,,,
14014-qaj-qan-optative-t,ket,optative,qān,,,,
14011---pluractionality-s,ket,perfective,*-ŋʷ-,,,,
14011---pluractionality-t,ket,pluractionality,-ŋ,,,,
14012-si-in-past-s,ket,perfective,(*si-)ŋʷ-,,,,
14012-si-in-past-t,ket,past,-in,,,,
14016-qa-qam-futurenear-s,ket,perfective,(*qa-)ŋʷ,,,,
14016-qa-qam-futurenear-t,ket,futurenear,qam,,,,
14001-e-a-recipientcase-s,ket,towards,*e,,,,
14001-e-a-recipientcase-t,ket,recipientcase,-a,,,,
14019-k-k-transitivizer-s,ket,comitative,-k,,,,
14019-k-k-transitivizer-t,ket,transitivizer,-k-,,,,
14018-bt-bt-iterative-s,ket,make,bɛt,,,,
14018-bt-bt-iterative-t,ket,iterative,-bɛt,,,,
14004-qad-d-upspatial-s,ket,backbodypart,ʌqad,,,,
14004-qad-d-upspatial-t,ket,upspatial,=ʌʌd=,,,,
14003-bal-bal-between-s,ket,gap,ba'l,,,,
14003-bal-bal-between-t,ket,between,=bal=,,,,
14020-qdil-qit-causative-s,ket,intoput,(-q-...-)dil-,,,,
14020-qdil-qit-causative-t,ket,causative,-q-...-it,,,,
14002-bn-an-caritivecase-s,ket,negation,*bǝn,,,,
14002-bn-an-caritivecase-t,ket,caritivecase,-an,,,,
14023-bila-bila-complementizer-s,ket,wquestion,bila,,,,
14023-bila-bila-complementizer-t,ket,complementizer,bila,,,,
14024-qor-qor-relativizer-s,ket,distalspatial,qorɛ,,,,
14024-qor-qor-relativizer-t,ket,relativizer,qorɛ,,,,
14022-kupka-kupka-subordinator-s,ket,beforetemporal,kupka,,,,
14022-kupka-kupka-subordinator-t,ket,subordinator,-kupka,,,,
14009-jajej-jaaj-resultativeaspect-s,ket,intransitive,"ja-, jʌ- + *-ej",,,,
14009-jajej-jaaj-resultativeaspect-t,ket,resultativeaspect,-ja- + -aj,,,,
14006---agreement-s,ket,adjectivizer,-ŋ,,,,
14006---agreement-t,ket,agreement,-ŋ,,,,
14008--v-pluractionality-s,ket,nominalizer,-ŋ,,,,
14008--v-pluractionality-t,ket,pluractionality,-(V)ŋ,,,,
14007-siw--infinitive-s,ket,adjectivizer,*ši-...-ŋw,,,,
14007-siw--infinitive-t,ket,infinitive,ø,,,,
27008-ci-ci-comitative-s,khmer,copula,cì:ǝ,,,,
27008-ci-ci-comitative-t,khmer,comitative,cì:ǝ,,,,
27007-ci-ci-functional-s,khmer,copula,cì:ǝ,,,,
27007-ci-ci-functional-t,khmer,functional,cì:ǝ,,,,
27009-ci-ci-concessiveconjunction-s,khmer,copula,cì:ǝ,,,,
27009-ci-ci-concessiveconjunction-t,khmer,concessiveconjunction,cì:ǝ,,,,
27011-ci-ci-quotative-s,khmer,copula,cì:ǝ,,,,
27011-ci-ci-quotative-t,khmer,quotative,cì:ǝ,,,,
27010-ci-ci-adverbializer-s,khmer,copula,cì:ǝ,,,,
27010-ci-ci-adverbializer-t,khmer,adverbializer,cì:ǝ,,,,
27012-nuh-nuh-definite-s,khmer,demonstrative,nùh,,,,
27012-nuh-nuh-definite-t,khmer,definite,nùh,,,,
27004-khlun-khlun-reflexive-s,khmer,backbodypart,khlu:ǝn,,,,
27004-khlun-khlun-reflexive-t,khmer,reflexive,khlu:ǝn,,,,
27014-cp-cp-completive-s,khmer,finish,cɔp,,,,
27014-cp-cp-completive-t,khmer,completive,cɔp,,,,
27016-hay-hay-perfective-s,khmer,finish,haǝy,,,,
27016-hay-hay-perfective-t,khmer,perfective,haǝy,,,,
27040-tu-tu-incremental-s,khmer,go,tɤ̀u,,,,
27040-tu-tu-incremental-t,khmer,incremental,tɤ̀u,,,,
27043-nu-nu-progressive-s,khmer,live,nɤ̀u,,,,
27043-nu-nu-progressive-t,khmer,progressive,nɤ̀u,,,,
27002-dl-dl-untilcaseconjunction-s,khmer,arrive,dɔl,,,,
27002-dl-dl-untilcaseconjunction-t,khmer,untilcaseconjunction,dɔl,,,,
27018-tam-tam-accordcaseconjunction-s,khmer,follow,ta:m,,,,
27018-tam-tam-accordcaseconjunction-t,khmer,accordcaseconjunction,ta:m,,,,
27020-tam-tam-instrumental-s,khmer,follow,ta:m,,,,
27020-tam-tam-instrumental-t,khmer,instrumental,ta:m,,,,
27021-daoy-daoy-instrumental-s,khmer,follow,daoy,,,,
27021-daoy-daoy-instrumental-t,khmer,instrumental,daoy,,,,
27022-daoy-daoy-materialcase-s,khmer,follow,daoy,,,,
27022-daoy-daoy-materialcase-t,khmer,materialcase,daoy,,,,
27031-aoy-aoy-benefactive-s,khmer,give,Ɂaoy,,,,
27031-aoy-aoy-benefactive-t,khmer,benefactive,Ɂaoy,,,,
27033-aoy-aoy-recipientcase-s,khmer,give,Ɂaoy,,,,
27033-aoy-aoy-recipientcase-t,khmer,recipientcase,Ɂaoy,,,,
27046-cimuyn-cimuyn-comitative-s,khmer,one,(cì:ǝ +) mù:ǝy (+ nɯ̒ŋ),,,,
27046-cimuyn-cimuyn-comitative-t,khmer,comitative,cì:ǝmù:ǝynɯ̒ŋ,,,,
27049-yk-yk-instrumental-s,khmer,take,yɔ̀:k,,,,
27049-yk-yk-instrumental-t,khmer,instrumental,yɔ̀:k,,,,
27044-nu-nu-locative-s,khmer,live,nɤ̀u,,,,
27044-nu-nu-locative-t,khmer,locative,nɤ̀u,,,,
27001-dl-dl-allative-s,khmer,arrive,dɔl,,,,
27001-dl-dl-allative-t,khmer,allative,dɔl,,,,
27006-mk-mk-allative-s,khmer,come,mɔ̀:k,,,,
27006-mk-mk-allative-t,khmer,allative,mɔ̀:k,,,,
27019-tam-tam-pathspatialcase-s,khmer,follow,ta:m,,,,
27019-tam-tam-pathspatialcase-t,khmer,pathspatialcase,ta:m,,,,
27039-tu-tu-allative-s,khmer,go,tɤ̀u,,,,
